new_tc_id,title,purpose,source_sheet,source_row_numbers,source_tc_ids,conversion_type,conversion_note,priority,os,tc_attributes,automation_readiness,review_reason
CHAT_NEW_0166,"송수신 > 말풍선 > 닉네임 참조구조 확인 > 멘션 표시 확인 : 발신인 - 멘션 대상(C) 친구 아님 : 수신인 - 멘션 대상(C) 친구(연락처없음, 수정 없음) - 발신인(A)가 C를 멘션한 메시지를 전송 후 발신인(A",발신인(A) 멘션대상의 이름으로 표시 수신인(B) 멘션대상의 이름으로 표시 멘션대상(C) 본인이름으로 표시,5.일반채팅,237,CHAT_166,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0167,"송수신 > 말풍선 > 닉네임 참조구조 확인 > 멘션 표시 확인 : 발신인 - 멘션 대상(C) 친구 아님 : 수신인 - 멘션 대상(C) 친구(연락처없음, 수정 없음) - 발신인(A)가 C를 멘션한 메시지를 전송 후 수신인(B",수신인(B) 멘션대상의 이름으로 표시 멘션대상(C) 본인이름으로 표시,5.일반채팅,238,CHAT_167,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0168,"송수신 > 말풍선 > 닉네임 참조구조 확인 > 멘션 표시 확인 : 발신인 - 멘션 대상(C) 친구 아님 : 수신인 - 멘션 대상(C) 친구(연락처없음, 수정 없음) - 발신인(A)가 C를 멘션한 메시지를 전송 후 수신인(B",수신인(B) 멘션대상의 이름으로 표시 멘션대상(C) 본인이름으로 표시,5.일반채팅,239,CHAT_168,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,알림푸시확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0169,"송수신 > 말풍선 > 닉네임 참조구조 확인 > 멘션 표시 확인 : 발신인 - 멘션 대상(C) 친구 아님 : 수신인 - 멘션 대상(C) 친구(연락처없음, 수정 없음) - 발신인(A)가 C를 멘션한 메시지를 전송 후 발신인(A",발신인(A) 멘션대상의 이름으로 표시 수신인(B) 멘션대상의 이름으로 표시 멘션대상(C) 본인이름으로 표시,5.일반채팅,240,CHAT_169,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0170,"송수신 > 말풍선 > 닉네임 참조구조 확인 > 멘션 표시 확인 : 발신인 - 멘션 대상(C) 친구 아님 : 수신인 - 멘션 대상(C) 친구(연락처없음, 수정 없음) - 발신인(A)가 C를 멘션한 메시지를 전송 후 수신인(B",수신인(B) 멘션대상의 이름으로 표시 멘션대상(C) 본인이름으로 표시,5.일반채팅,241,CHAT_170,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0171,"송수신 > 말풍선 > 닉네임 참조구조 확인 > 멘션 표시 확인 : 발신인 - 멘션 대상(C) 친구 (연락처없음, 수정 없음) : 수신인 - 멘션 대상(C) 친구아님 - 발신인(A)가 C를 멘션한 메시지를 전송 후 발신인(A",발신인(A) 멘션대상의 이름으로 표시 수신인(B) 멘션대상의 이름으로 표시 멘션대상(C) 본인이름으로 표시,5.일반채팅,242,CHAT_171,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0172,송수신 > 카카오TV : 인앱플레이어 > 방송 재생 중 > 팝업뷰 - 작게보기 아이콘 탭,"미니플레이어로 전환, 방송 재생 상태 유지",5.일반채팅,245,CHAT_172,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,설정상태유지,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0173,송수신 > 카카오TV : 인앱플레이어 > 방송 재생 중 > 팝업뷰 - 미니플레이어 화면 탭,"플레이뷰로 전환, 방송 재생 상태 유지 - 미니플레이어 탭 > X / 크게보기 노출 - 미니플레이어 > 크게보기 탭 전용뷰 전환",5.일반채팅,246,CHAT_173,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,설정상태유지,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0174,송수신 > 카카오TV : 인앱플레이어 > 직접이동 > 채팅방 - 미니플레이어 드래그,"범위내 자유롭게 이동 가능, 방송 재생 상태 유지 됨. - 이동 불가 범위 : 기기 노티바 영역",5.일반채팅,248,CHAT_174,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 멀티디바이스OS, 설정상태유지",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0175,송수신 > 카카오TV : 인앱플레이어 > 직접이동 > 그 외 위치 (톡 외 포함) - 미니플레이어 드래그,"범위내 자유롭게 이동 가능, 방송 재생 상태 유지 됨. - 이동 불가 범위 : 기기 노티바 영역",5.일반채팅,249,CHAT_175,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 멀티디바이스OS, 설정상태유지",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0176,송수신 > 카카오TV : 인앱플레이어 > 직접이동 > 그 외 위치 (톡 외 포함) - 미니플레이어 드래그 > 미니플레이어 화면을 50% 이상,미니플레이어가 종료됨 (화면에서 아웃),5.일반채팅,250,CHAT_176,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0177,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > 보이스톡 - 보이스톡 수발신 > 미니플레이어 확인,"미니플레이어 방송 일시정지, 뷰 히든 처리",5.일반채팅,252,CHAT_177,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,android,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0178,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > 페이스톡-전체화면 - 미니플레이어 있는 상태에서 페이스톡 수발신 확인,"미니플레이어 방송 일시정지, 뷰 히든 처리",5.일반채팅,253,CHAT_178,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0179,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > 채널홈 - 미니플레이어 재생 중 > 채널홈 진입,미니플레이어 방송 유지 채널홈 영상 재생됨 (미리보기 방식 / 소리 X),5.일반채팅,258,CHAT_179,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,android,"설정상태유지, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0180,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > 채널홈 - 채널홈 영상 재생 실행,"채널홈 영상이 재생되고, 미니플레이어 미노출",5.일반채팅,259,CHAT_180,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,android,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0181,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > 카카오TV 홈 - 카카오TV에서 영상 재생,"미니플레이어 방송 일시정지, 뷰 노출 유지",5.일반채팅,260,CHAT_181,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,android,"설정상태유지, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0182,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > H/W 홈키 - 미니플레이어 재생 중 > H/W 홈키 누름,(Android) 미니플레이어 재생상태와 뷰 유지 (iOS) 미니뷰 사라짐,5.일반채팅,261,CHAT_182,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,android,"멀티디바이스OS, 설정상태유지",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0183,송수신 > 카카오TV : 인앱플레이어 > 미디어 플레이어 우선순위 > 톡 강제종료 - 톡 강제종료,미니플레이어 함께 종료,5.일반채팅,262,CHAT_183,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,android,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0184,송수신 > 카카오TV : 인앱플레이어 > iOS확인영역 > 톡 강제종료 - 채팅방에 공유된 카카오TV 말풍선 탭,전송된 카카오TV 콘텐츠가 전용 플레이어에서 플레이됨 전용플레이어 > 팝업뷰 [닫기] [영상제목] [더보기] [플로팅] 영상 영역 [seek b,5.일반채팅,264,CHAT_184,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,ios,"알림푸시확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0185,송수신 > 카카오TV : 인앱플레이어 > iOS확인영역 > 톡 강제종료 - [플로팅] 버튼 탭,TV player가 플로팅됨,5.일반채팅,265,CHAT_185,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,ios,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0186,송수신 > 카카오TV : 인앱플레이어 > iOS확인영역 > 톡 강제종료 - 플로팅된 player를 drag & drop,player가 device 화면 내에서 자유롭게 이동함,5.일반채팅,266,CHAT_186,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,ios,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0187,송수신 > 카카오TV : 인앱플레이어 > iOS확인영역 > 톡 강제종료 - 플로팅뷰어 > 전용뷰어 버튼 선택,전체화면 player로 변경됨,5.일반채팅,267,CHAT_187,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,ios,"데이터변경확인, 자동화후보",READY,
CHAT_NEW_0188,송수신 > 카카오TV : 인앱플레이어 > iOS확인영역 > 톡 강제종료 - 전체화면 player에서 [플로팅] 버튼 탭,player가 다시 플로팅 모드로 변경됨,5.일반채팅,268,CHAT_188,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,ios,"데이터변경확인, 자동화후보",READY,
CHAT_NEW_0189,송수신 > 카카오TV : 인앱플레이어 > iOS확인영역 > 톡 강제종료 - 전체화면 player에서 [영상 제목] 버튼 탭,전용뷰 > 상세 내용 노출,5.일반채팅,269,CHAT_189,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P3,ios,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0190,송수신 > 비동기 메시지 전송 > 네트워크 불안정 상태 > 종이비행기로 표시 & 전송 실패 - 메시지 전송 - 기본이모티콘 (이모지) + 텍스트,[Android] 말풍선 좌측 하단에 종이비행기가 표시된 상태로 남음 [iOS] 메시지 전송 실패 아이콘 노출,5.일반채팅,272,CHAT_190,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0191,송수신 > 비동기 메시지 전송 > 네트워크 불안정 상태 > 프로그레스바 타입 - 동영상 전송,"프로그레스바가 노출되며 전송되지 않음 [Android] 압축 중 프로그레스바 [iOS] 압축 후 동영상 길이 노출, 프로그레스바",5.일반채팅,273,CHAT_191,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"네트워크서버연동, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0192,송수신 > 비동기 메시지 전송 > 네트워크 불안정 상태 > 전송 불가 - 보이스톡 실행,"[Android] 토스트 메시지 노출되고, 보이스톡 말풍선 미노출 ""일시적인 네트워크 오류로 통화가 종료되었습니다. 잠시 후 다시 시도해주세요.",5.일반채팅,274,CHAT_192,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 네트워크서버연동, 알림푸시확인, 멀티디바이스OS",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0193,송수신 > 비동기 메시지 전송 > 네트워크 원활한 상태로 변경 > 자동 전송 처리 - - 기본이모티콘 + text - 이모티콘 + text,종이비행기 표시가 붙어 있던 메시지가 자동으로 전송됨 *지도의 경우 지도에 한번도 기능을 호출한 적이 없는 상태에서는 지도에 진입하지 않고 오류,5.일반채팅,276,CHAT_193,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"UI노출확인, 기능동작확인, 예외에러확인, 네트워크서버연동, 알림푸시확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0194,"송수신 > 비동기 메시지 전송 > 네트워크 원활한 상태로 변경 > 실패 처리 - 네트워크 불안정 상태에서 전송한 동영상, 음성메시지가",[Android] 메시지가 전송됨 [iOS] 전송실패 메시지로 처리됨 - 말풍선 좌측 하단에 재전송 | 삭제 버튼 노출,5.일반채팅,277,CHAT_194,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"기능동작확인, 예외에러확인, 네트워크서버연동, 멀티디바이스OS, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0195,미디어 다운로드 동작 확인 > 네트워크 설정 - 셀룰러 (LTE/5G) > 미디어 자동 다운로드 설정 - 무관 (Wi-Fi망에만 동작 함) > 사진 - 사진 3MB 이하 수신,2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행 됨,5.일반채팅,281,CHAT_195,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0196,미디어 다운로드 동작 확인 > 네트워크 설정 - 셀룰러 (LTE/5G) > 미디어 자동 다운로드 설정 - 무관 (Wi-Fi망에만 동작 함) > 사진 - 사진 3MB 초과 수신,2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,282,CHAT_196,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0197,미디어 다운로드 동작 확인 > 네트워크 설정 - 셀룰러 (LTE/5G) > 미디어 자동 다운로드 설정 - 무관 (Wi-Fi망에만 동작 함) > 동영상 - 동영상 수신,2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,283,CHAT_197,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0198,미디어 다운로드 동작 확인 > 네트워크 설정 - 셀룰러 (LTE/5G) > 미디어 자동 다운로드 설정 - 무관 (Wi-Fi망에만 동작 함) > 파일 - 파일 수신,2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,284,CHAT_198,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0199,미디어 다운로드 동작 확인 > 네트워크 설정 - 셀룰러 (LTE/5G) > 미디어 자동 다운로드 설정 - 무관 (Wi-Fi망에만 동작 함) > 음성 - 음성메시지 수신,2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,285,CHAT_199,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0200,미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 OFF > 사진 - 사진 3MB 이하 수신,2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음,5.일반채팅,288,CHAT_200,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0201,미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 OFF > 사진 - 사진 3MB 초과 수신,2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,289,CHAT_201,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0202,미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 OFF > 동영상 - 동영상 수신,2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,290,CHAT_202,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0203,미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 OFF > 파일 - 파일 수신,2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,291,CHAT_203,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0204,미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 OFF > 음성 - 음성메시지 수신,2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,292,CHAT_204,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0205,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 OFF > 사진 - 사진 3MB 이하 수신",2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음,5.일반채팅,294,CHAT_205,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0206,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 OFF > 사진 - 사진 3MB 초과 수신",2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,295,CHAT_206,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0207,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 OFF > 동영상 - 동영상 수신",2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,296,CHAT_207,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0208,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 OFF > 파일 - 파일 수신",2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,297,CHAT_208,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0209,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 OFF > 음성 - 음성메시지 수신",2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,298,CHAT_209,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0210,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 사진 - 사진 20MB 이하 수신",2. 자동 다운로드 진행 됨 3. 자동 다운로드 진행이 확인 됨,5.일반채팅,300,CHAT_210,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0211,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 사진 - 사진 20MB 초과 수신","사진 20MB 초과 시는 파일로 처리 됨. - 파일 자동다운로드 조건에 맞지 않은 경우, 이하 기대결과로 동작 함. 2. 자동 다운로드 진행되지",5.일반채팅,301,CHAT_211,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0212,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 동영상 - 동영상 20MB 이하 수신",2. 자동 다운로드 진행 됨 3. 자동 다운로드 진행이 확인 됨,5.일반채팅,302,CHAT_212,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0213,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 동영상 - 동영상 20MB 초과 수신",2. 자동 다운로드 진행되지 않음 3. 자동 다운로드 진행되지 않음 4. 수동 다운로드 진행 됨,5.일반채팅,303,CHAT_213,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0214,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 파일 - 파일 20MB 이하 수신",2. 자동 다운로드 진행 됨,5.일반채팅,304,CHAT_214,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0215,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 파일 - 파일 20MB 초과 수신",2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨,5.일반채팅,305,CHAT_215,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0216,"미디어 다운로드 동작 확인 > 네트워크 설정 - Wi-FI > 미디어 자동다운로드 설정 ON - 사진, 동영상, 파일 ON - 자동 다운로드 용량 20MB > 음성 - 음성메시지 수신",2. 자동 다운로드 진행되지 않음 3. 수동 다운로드 진행 됨 [참고] 설정값에 영향을 받지 않음,5.일반채팅,306,CHAT_216,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,,REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0217,미디어 다운로드 동작 확인 > 알림 (@모즈) > 발신 > 음성 - 간편키워드 적용 > 큰 이모티콘 선택 후 전송 (ex.,1. 말풍선 내 간편키워드 적용돼 노출됨 2. #검색 페이지로 풀뷰로 랜딩됨,5.일반채팅,309,CHAT_217,SPLIT,원본 수행 절차를 Step 단위로 세분화,P2,common,"UI노출확인, 기능동작확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0218,미디어 다운로드 동작 확인 > 알림 (@모즈) > 수신 > 음성 - 적용된 간편키워드 탭,#검색 페이지로 풀뷰로 랜딩됨,5.일반채팅,310,CHAT_218,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,"기능동작확인, 자동화후보",READY,
CHAT_NEW_0219,이모티콘 타입 송수신 > 상품:챗로그 타입별 전송 > 수신 > 프리뷰 동작 및 송/수신 - 사전조건 타입의 이모티콘 선택,1. 프리뷰에 표시된다. 2. 송신측/수신측에 이모티콘이 표시된다.,5.일반채팅,315,CHAT_219,SPLIT,원본 수행 절차를 Step 단위로 세분화,P2,common,"UI노출확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0220,이모티콘 타입 송수신 > 상품:챗로그 타입별 전송 > 수신 > 프리뷰 동작 및 송/수신 - 사전조건 타입의 이모티콘 선택,1. 프리뷰에 표시된다. : 애니메이션 플레이된다. 2.메시지가 전송된다. : 송신측/수신측에 이모티콘이 표시된다. : 애니메이션 플레이된다.,5.일반채팅,316,CHAT_220,SPLIT,원본 수행 절차를 Step 단위로 세분화,P2,common,"UI노출확인, 기능동작확인, 콘텐츠미디어확인, 자동화후보",REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
