service_name,row_number,issue_type,issue_reason,priority,os,category_path,test_step,expected_result
16.톡클라우드_연락처,329,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 기타 > Y > Y,,
16.톡클라우드_연락처,329,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 기타 > Y > Y,,
16.톡클라우드_연락처,330,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 대표 > Y > Y,,
16.톡클라우드_연락처,330,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 대표 > Y > Y,,
16.톡클라우드_연락처,331,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 아이폰 > Y > Y,,
16.톡클라우드_연락처,331,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 아이폰 > Y > Y,,
16.톡클라우드_연락처,332,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 학교 > Y > Y,,
16.톡클라우드_연락처,332,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 학교 > Y > Y,,
16.톡클라우드_연락처,333,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 답신전화 > Y > Y,,
16.톡클라우드_연락처,333,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 답신전화 > Y > Y,,
16.톡클라우드_연락처,334,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 차 > Y > Y,,
16.톡클라우드_연락처,334,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 차 > Y > Y,,
16.톡클라우드_연락처,335,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 회사메인 > Y > Y,,
16.톡클라우드_연락처,335,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 회사메인 > Y > Y,,
16.톡클라우드_연락처,336,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > ISDN > Y > Y,,
16.톡클라우드_연락처,336,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > ISDN > Y > Y,,
16.톡클라우드_연락처,337,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 팩스_기타 > Y > Y,,
16.톡클라우드_연락처,337,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 팩스_기타 > Y > Y,,
16.톡클라우드_연락처,338,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 무전기 > Y > Y,,
16.톡클라우드_연락처,338,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 무전기 > Y > Y,,
16.톡클라우드_연락처,339,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > TELEX > Y > Y,,
16.톡클라우드_연락처,339,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > TELEX > Y > Y,,
16.톡클라우드_연락처,340,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > TTY_TDD > Y > Y,,
16.톡클라우드_연락처,340,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > TTY_TDD > Y > Y,,
16.톡클라우드_연락처,341,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 회사_핸드폰 > Y > Y,,
16.톡클라우드_연락처,341,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 회사_핸드폰 > Y > Y,,
16.톡클라우드_연락처,342,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 회사_호출기 > Y > Y,,
16.톡클라우드_연락처,342,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 회사_호출기 > Y > Y,,
16.톡클라우드_연락처,343,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > 보조전화 > Y > Y,,
16.톡클라우드_연락처,343,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > 보조전화 > Y > Y,,
16.톡클라우드_연락처,344,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > MMS > Y > Y,,
16.톡클라우드_연락처,344,ambiguous_expected_result,기대결과가 비어 있음,P3,common,phones > MMS > Y > Y,,
16.톡클라우드_연락처,345,ambiguous_test_step,Test Step이 비어 있음,P3,common,phones > Custom(사용자지정) > Y > Y,,사용자편집(커스텀)항목으로 복원된다.
16.톡클라우드_연락처,349,ambiguous_test_step,Test Step이 비어 있음,P3,common,emails > 회사 > Y > Y,,
16.톡클라우드_연락처,349,ambiguous_expected_result,기대결과가 비어 있음,P3,common,emails > 회사 > Y > Y,,
16.톡클라우드_연락처,350,ambiguous_test_step,Test Step이 비어 있음,P3,common,emails > 기타 > Y > Y,,
16.톡클라우드_연락처,350,ambiguous_expected_result,기대결과가 비어 있음,P3,common,emails > 기타 > Y > Y,,
16.톡클라우드_연락처,351,ambiguous_test_step,Test Step이 비어 있음,P3,common,emails > 모바일 > Y > Y,,
16.톡클라우드_연락처,351,ambiguous_expected_result,기대결과가 비어 있음,P3,common,emails > 모바일 > Y > Y,,
16.톡클라우드_연락처,352,ambiguous_test_step,Test Step이 비어 있음,P3,common,emails > 학교 > Y > Y,,
16.톡클라우드_연락처,352,ambiguous_expected_result,기대결과가 비어 있음,P3,common,emails > 학교 > Y > Y,,
16.톡클라우드_연락처,353,ambiguous_test_step,Test Step이 비어 있음,P3,common,emails > iCloud > Y > Y,,
16.톡클라우드_연락처,353,ambiguous_expected_result,기대결과가 비어 있음,P3,common,emails > iCloud > Y > Y,,
16.톡클라우드_연락처,358,ambiguous_test_step,Test Step이 비어 있음,P3,common,address > 회사 > Y > Y,,
16.톡클라우드_연락처,358,ambiguous_expected_result,기대결과가 비어 있음,P3,common,address > 회사 > Y > Y,,
16.톡클라우드_연락처,359,ambiguous_test_step,Test Step이 비어 있음,P3,common,address > 기타 > Y > Y,,
16.톡클라우드_연락처,359,ambiguous_expected_result,기대결과가 비어 있음,P3,common,address > 기타 > Y > Y,,
16.톡클라우드_연락처,360,ambiguous_test_step,Test Step이 비어 있음,P3,common,address > 학교 > Y > Y,,
16.톡클라우드_연락처,360,ambiguous_expected_result,기대결과가 비어 있음,P3,common,address > 학교 > Y > Y,,
16.톡클라우드_연락처,361,ambiguous_test_step,Test Step이 비어 있음,P3,common,address > iCloud > Y > Y,,
16.톡클라우드_연락처,361,ambiguous_expected_result,기대결과가 비어 있음,P3,common,address > iCloud > Y > Y,,
16.톡클라우드_연락처,366,ambiguous_test_step,Test Step이 비어 있음,P3,common,events > 생일 > Y > Y,,
16.톡클라우드_연락처,366,ambiguous_expected_result,기대결과가 비어 있음,P3,common,events > 생일 > Y > Y,,
16.톡클라우드_연락처,367,ambiguous_test_step,Test Step이 비어 있음,P3,common,events > 기타 > Y > Y,,
16.톡클라우드_연락처,367,ambiguous_expected_result,기대결과가 비어 있음,P3,common,events > 기타 > Y > Y,,
16.톡클라우드_연락처,372,ambiguous_test_step,Test Step이 비어 있음,P3,common,websites > 홈 > Y > Y,,
16.톡클라우드_연락처,372,ambiguous_expected_result,기대결과가 비어 있음,P3,common,websites > 홈 > Y > Y,,
16.톡클라우드_연락처,373,ambiguous_test_step,Test Step이 비어 있음,P3,common,websites > 회사 > Y > Y,,
16.톡클라우드_연락처,373,ambiguous_expected_result,기대결과가 비어 있음,P3,common,websites > 회사 > Y > Y,,
16.톡클라우드_연락처,374,ambiguous_test_step,Test Step이 비어 있음,P3,common,websites > 기타 > Y > Y,,
16.톡클라우드_연락처,374,ambiguous_expected_result,기대결과가 비어 있음,P3,common,websites > 기타 > Y > Y,,
16.톡클라우드_연락처,375,ambiguous_test_step,Test Step이 비어 있음,P3,common,websites > 블로그 > Y > Y,,
16.톡클라우드_연락처,375,ambiguous_expected_result,기대결과가 비어 있음,P3,common,websites > 블로그 > Y > Y,,
16.톡클라우드_연락처,376,ambiguous_test_step,Test Step이 비어 있음,P3,common,websites > 프로필 > Y > Y,,
16.톡클라우드_연락처,376,ambiguous_expected_result,기대결과가 비어 있음,P3,common,websites > 프로필 > Y > Y,,
16.톡클라우드_연락처,377,ambiguous_test_step,Test Step이 비어 있음,P3,common,websites > FTP > Y > Y,,
16.톡클라우드_연락처,377,ambiguous_expected_result,기대결과가 비어 있음,P3,common,websites > FTP > Y > Y,,
16.톡클라우드_연락처,382,ambiguous_test_step,Test Step이 비어 있음,P3,common,sns(iOS only) > Facebook > Android > Y,,
16.톡클라우드_연락처,382,ambiguous_expected_result,기대결과가 비어 있음,P3,common,sns(iOS only) > Facebook > Android > Y,,
16.톡클라우드_연락처,383,ambiguous_test_step,Test Step이 비어 있음,P3,common,sns(iOS only) > Flickr > Android > Y,,
16.톡클라우드_연락처,383,ambiguous_expected_result,기대결과가 비어 있음,P3,common,sns(iOS only) > Flickr > Android > Y,,
16.톡클라우드_연락처,384,ambiguous_test_step,Test Step이 비어 있음,P3,common,sns(iOS only) > LinkedIn > Android > Y,,
16.톡클라우드_연락처,384,ambiguous_expected_result,기대결과가 비어 있음,P3,common,sns(iOS only) > LinkedIn > Android > Y,,
16.톡클라우드_연락처,385,ambiguous_test_step,Test Step이 비어 있음,P3,common,sns(iOS only) > MySpace > Android > Y,,
16.톡클라우드_연락처,385,ambiguous_expected_result,기대결과가 비어 있음,P3,common,sns(iOS only) > MySpace > Android > Y,,
16.톡클라우드_연락처,386,ambiguous_test_step,Test Step이 비어 있음,P3,common,sns(iOS only) > SinaWeibo > Android > Y,,
16.톡클라우드_연락처,386,ambiguous_expected_result,기대결과가 비어 있음,P3,common,sns(iOS only) > SinaWeibo > Android > Y,,
16.톡클라우드_연락처,387,ambiguous_test_step,Test Step이 비어 있음,P3,common,sns(iOS only) > Custom(사용자지정) > Android > Y,,
16.톡클라우드_연락처,387,ambiguous_expected_result,기대결과가 비어 있음,P3,common,sns(iOS only) > Custom(사용자지정) > Android > Y,,
16.톡클라우드_연락처,393,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > MSN > Y > Y,,
16.톡클라우드_연락처,393,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > MSN > Y > Y,,
16.톡클라우드_연락처,394,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > Yahoo > Y > Y,,
16.톡클라우드_연락처,394,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > Yahoo > Y > Y,,
16.톡클라우드_연락처,395,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > Skype > Y > Y,,
16.톡클라우드_연락처,395,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > Skype > Y > Y,,
16.톡클라우드_연락처,396,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > QQ > Y > Y,,
16.톡클라우드_연락처,396,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > QQ > Y > Y,,
16.톡클라우드_연락처,397,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > GoogleTalk > Y > Y,,
16.톡클라우드_연락처,397,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > GoogleTalk > Y > Y,,
16.톡클라우드_연락처,398,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > ICQ > Y > Y,,
16.톡클라우드_연락처,398,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > ICQ > Y > Y,,
16.톡클라우드_연락처,399,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > Jabber > Y > Y,,
16.톡클라우드_연락처,399,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > Jabber > Y > Y,,
16.톡클라우드_연락처,400,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > WhatsApp > Y > Y,,
16.톡클라우드_연락처,400,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > WhatsApp > Y > Y,,
16.톡클라우드_연락처,401,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > netmeeting > Y > Y,,
16.톡클라우드_연락처,401,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > netmeeting > Y > Y,,
16.톡클라우드_연락처,402,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > facebook > Y > Y,,
16.톡클라우드_연락처,402,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > facebook > Y > Y,,
16.톡클라우드_연락처,403,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > GaduGadu > Y > Y,,
16.톡클라우드_연락처,403,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > GaduGadu > Y > Y,,
16.톡클라우드_연락처,404,ambiguous_test_step,Test Step이 비어 있음,P3,common,im(메신저) > Custom(사용자지정) > Y > Y,,
16.톡클라우드_연락처,404,ambiguous_expected_result,기대결과가 비어 있음,P3,common,im(메신저) > Custom(사용자지정) > Y > Y,,
16.톡클라우드_연락처,408,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 형제 > Y > Y,,
16.톡클라우드_연락처,408,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 형제 > Y > Y,,
16.톡클라우드_연락처,409,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 자녀 > Y > Y,,
16.톡클라우드_연락처,409,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 자녀 > Y > Y,,
16.톡클라우드_연락처,410,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 아버지 > Y > Y,,
16.톡클라우드_연락처,410,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 아버지 > Y > Y,,
16.톡클라우드_연락처,411,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 친구 > Y > Y,,
16.톡클라우드_연락처,411,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 친구 > Y > Y,,
16.톡클라우드_연락처,412,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 매니저 > Y > Y,,
16.톡클라우드_연락처,412,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 매니저 > Y > Y,,
16.톡클라우드_연락처,413,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 어머니 > Y > Y,,
16.톡클라우드_연락처,413,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 어머니 > Y > Y,,
16.톡클라우드_연락처,414,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 부모님 > Y > Y,,
16.톡클라우드_연락처,414,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 부모님 > Y > Y,,
16.톡클라우드_연락처,415,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 파트너 > Y > Y,,
16.톡클라우드_연락처,415,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 파트너 > Y > Y,,
16.톡클라우드_연락처,416,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 자매 > Y > Y,,
16.톡클라우드_연락처,416,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 자매 > Y > Y,,
16.톡클라우드_연락처,417,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 배우자 > Y > Y,,
16.톡클라우드_연락처,417,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 배우자 > Y > Y,,
16.톡클라우드_연락처,418,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 추천인 > Y > Y,,
16.톡클라우드_연락처,418,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 추천인 > Y > Y,,
16.톡클라우드_연락처,419,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 친척 > Y > Y,,
16.톡클라우드_연락처,419,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 친척 > Y > Y,,
16.톡클라우드_연락처,420,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 국내파트너 > Y > Y,,
16.톡클라우드_연락처,420,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 국내파트너 > Y > Y,,
16.톡클라우드_연락처,421,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 아들 > Y > Y,,
16.톡클라우드_연락처,421,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 아들 > Y > Y,,
16.톡클라우드_연락처,422,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 딸 > Y > Y,,
16.톡클라우드_연락처,422,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 딸 > Y > Y,,
16.톡클라우드_연락처,423,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 동생 > Y > Y,,
16.톡클라우드_연락처,423,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 동생 > Y > Y,,
16.톡클라우드_연락처,424,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 누나|언니 > Y > Y,,
16.톡클라우드_연락처,424,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 누나|언니 > Y > Y,,
16.톡클라우드_연락처,425,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 형|오빠 > Y > Y,,
16.톡클라우드_연락처,425,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 형|오빠 > Y > Y,,
16.톡클라우드_연락처,426,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 아내 > Y > Y,,
16.톡클라우드_연락처,426,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 아내 > Y > Y,,
16.톡클라우드_연락처,427,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 남편 > Y > Y,,
16.톡클라우드_연락처,427,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 남편 > Y > Y,,
16.톡클라우드_연락처,428,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 여자친구 > Y > Y,,
16.톡클라우드_연락처,428,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 여자친구 > Y > Y,,
16.톡클라우드_연락처,429,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > 남자친구 > Y > Y,,
16.톡클라우드_연락처,429,ambiguous_expected_result,기대결과가 비어 있음,P3,common,relations > 남자친구 > Y > Y,,
16.톡클라우드_연락처,430,ambiguous_test_step,Test Step이 비어 있음,P3,common,relations > Custom(사용자지정) > Y > Y,,사용자편집(커스텀)항목으로 복원된다.
16.톡클라우드_연락처,435,ambiguous_test_step,Test Step이 비어 있음,P3,common,groups > Friends > Y > iOS,,
16.톡클라우드_연락처,435,ambiguous_expected_result,기대결과가 비어 있음,P3,common,groups > Friends > Y > iOS,,
16.톡클라우드_연락처,436,ambiguous_test_step,Test Step이 비어 있음,P3,common,groups > Coworkers > Y > iOS,,
16.톡클라우드_연락처,436,ambiguous_expected_result,기대결과가 비어 있음,P3,common,groups > Coworkers > Y > iOS,,
16.톡클라우드_연락처,437,ambiguous_test_step,Test Step이 비어 있음,P3,common,groups > 즐겨찾기 > Y > iOS,,
16.톡클라우드_연락처,437,ambiguous_expected_result,기대결과가 비어 있음,P3,common,groups > 즐겨찾기 > Y > iOS,,
16.톡클라우드_연락처,438,ambiguous_test_step,Test Step이 비어 있음,P3,common,groups > Custom(사용자지정) > Y > iOS,,사용자편집(커스텀)항목으로 복원된다.
16.톡클라우드_연락처,439,ambiguous_test_step,Test Step이 비어 있음,P3,common,"groups > previousFamilyName > 서랍 데이터 > 폰 연락처, 연락처 서비스 등(저장위치)",,
16.톡클라우드_연락처,439,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"groups > previousFamilyName > 서랍 데이터 > 폰 연락처, 연락처 서비스 등(저장위치)",,
17.지갑,15,invalid_os,"OS 값이 유효하지 않음: """"",P1,empty,서브칩 동작 > 카운팅 > 카운트 감소 > 전자 문서 읽음 처리,안 읽은 전자 문서 탭하여 확인,지갑 서브 칩 : -1 카운트 업데이트
17.지갑,16,invalid_os,"OS 값이 유효하지 않음: """"",P1,empty,서브칩 동작 > 카운팅 > 카운트 감소 > 인증서 서명 이력 읽음 처리,인증서 상세 확인,지갑 서브 칩 : 인증서 카드의 카운트 모두 제거
17.지갑,28,ambiguous_test_step,Test Step이 비어 있음,P2,common,문서 리스트 > 문서 노출 기준 > 전자 문서 수신 > 인증서 서명 이력 읽음 처리,,"- 안 읽은 문서 영역 노출
- 해당 문서 1개 노출 됨"
17.지갑,29,ambiguous_test_step,Test Step이 비어 있음,P2,common,문서 리스트 > 문서 노출 기준 > 전자 문서 수신 > 인증서 서명 이력 읽음 처리,,"해당 문서 2개 노출 됨
 - 최신 문서가 상단-후면 으로 노출 됨"
17.지갑,330,ambiguous_test_step,Test Step이 비어 있음,P3,common,인증서 영역 > 시스템 점검 중 > v2 인증서 있음 > v2_level2 보유 중 만료,,
17.지갑,330,ambiguous_expected_result,기대결과가 비어 있음,P3,common,인증서 영역 > 시스템 점검 중 > v2 인증서 있음 > v2_level2 보유 중 만료,,
18.톡캘린더,199,duplicated_step_expected,Test Step과 기대결과 유사도 92%,P2,common,계정 생일 일정 편집 > 음력 > 업데이트 > 분류4,음력 on <-> off 변경,음력 on <-> off 변경 가능
18.톡캘린더,423,ambiguous_test_step,Test Step이 비어 있음,P1,common,완료 /완료 해제 처리 > 완료 > 기한 있음 > 1회 할 일,,"완료 처리 및 완료한 일 상세로 화면 변경
 - ""완료했습니다."" 토스트 노출"
18.톡캘린더,424,ambiguous_test_step,Test Step이 비어 있음,P2,common,완료 /완료 해제 처리 > 완료 > 기한 있음 > 반복 할 일 & 도전기록 off,,"완료 처리 및 완료한 일 상세로 화면 변경
 - ""완료했습니다. []반복됩니다."" 토스트 노출"
18.톡캘린더,488,multiple_purpose,Step 5단계 / 기대결과 5단계: 복합 속성으로 분류 불가 — 목적 불명확,P2,common,할 일 필터링 목록 > 기능 > 상세로 이동 (=편집) > 수정,"할 일 전체 목록 > 할 일 필터 선택 > 할 일 선택
1. 내용 수정
2. 기한 수정
3. 반복 수정 
4. 북마크 수정
5. 완료 처리","1. 내용 수정 가능
2. 기한 수정 가능
3. 반복 수정 가능
4. 북마크 수정 가능
5. 완료 처리 가능 (완료한 일 목록 최상단으로 이동)"
18.톡캘린더,504,multiple_purpose,Step 5단계 / 기대결과 5단계: 복합 속성으로 분류 불가 — 목적 불명확,P1,common,완료한 일 필터링 목록 > 기능 > 완료 해제 처리 > 수정,"할 일 전체 목록 > 완료한 일 필터 선택 > 완료한 일 선택
1. 내용 수정
2. 기한 수정
3. 반복 수정 
4. 북마크 수정
5. 완료 해제 처리","1. 내용 수정 불가능
2. 기한 수정 불가능
3. 반복 수정 불가능
4. 북마크 수정 가능
5. 완료 해제 처리 가능 (할 일 목록 최상단으로 이동)"
19.톡클라우드_백복(로직),45,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 1. 텍스트
- 미니 이모티콘 포함",,
19.톡클라우드_백복(로직),45,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 1. 텍스트
- 미니 이모티콘 포함",,
19.톡클라우드_백복(로직),46,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 6. 이모티콘",,
19.톡클라우드_백복(로직),46,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 6. 이모티콘",,
19.톡클라우드_백복(로직),49,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 12. 스티커",,
19.톡클라우드_백복(로직),49,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 12. 스티커",,
19.톡클라우드_백복(로직),50,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 13. 일정",,
