service_name,row_number,omit_key,omit_expr,subject,source_col,orig_step,orig_expected,recon_step,recon_expected,reason,confidence
5.일반채팅,182,노출_확인,노출 확인,말풍선A가 책갈피로 설정됨,expected_result,"1. 말풍선A의 컨텍스트 메뉴에서 [책갈피 설정] 선택
2. 말풍선B의 컨텍스트 메뉴에서 [책갈피 설정] 선택
3. 책갈피 리스트에서 [책갈피 편집] 진입 및 기능 확인
4. 책갈피 목록 및 편집화면 노출 확인","1. 말풍선A가 책갈피로 설정됨
- 채팅방 우하단에 책갈피 아이콘이 표시됨
- 책갈피 아이콘을 탭하면 채팅방 검색화면 > 해당 말풍선으로 이동
2. 말풍선B가 책갈피로 설정됨
- 책갈피 아이콘이 그대로 유지 됨 (복수형 전환X, 최대 30개)
- 책갈피 아이콘을 탭하면 채팅방 검색화면 > 책갈피 목록이 표시됨
3. 책갈피 목록의 기능 확인
- 목록에 표시할 내용 편집
- 목록에서 책갈피 말풍선으로 이동
- 책갈피 삭제 기능
4. 특정 타입의 말풍선은 썸네일을 추가 노출 함
- 이모티콘/사진/동영상/파일말풍선","1. 말풍선A의 컨텍스트 메뉴에서 [책갈피 설정] 선택
2. 말풍선B의 컨텍스트 메뉴에서 [책갈피 설정] 선택
3. 책갈피 리스트에서 [책갈피 편집] 진입 및 기능 확인
4. 책갈피 목록 및 편집화면 말풍선A가 책갈피로 설정됨",말풍선A가 책갈피로 설정됨,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""말풍선A가 책갈피로 설정됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""말풍선A가 책갈피로 설정됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,185,노출_확인,노출 확인,프로필 및 배경 선택 옵션 노출됨,expected_result,"1. [캡처 옵션] 버튼 탭
2. 설정 변경 후 프로필 및 배경 노출 확인","1. 프로필 및 배경 선택 옵션 노출됨 
- 타이틀 : '캡처 옵션' 
- 프로필 : 변경 안 함(디폴트) / 모자이크 / 카카오프렌즈 
- 배경 : 변경 안 함(디폴트) / 기본 배경

2. 프로필 및 배경 선택한 옵션으로 변경됨","1. [캡처 옵션] 버튼 탭
2. 설정 변경 후 프로필 및 배경 프로필 및 배경 선택 옵션 노출됨",프로필 및 배경 선택 옵션 노출됨 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""프로필 및 배경 선택 옵션 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""프로필 및 배경 선택 옵션 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,337,UI_확인,UI 확인,샵 검색 모드 진입,expected_result,"1. 채팅방 입력창 [#] 샵 검색 버튼 선택

2. 샵 검색 안내문구 확인 

3. 입력창 UI 확인","1. 샵 검색 모드 진입
 - 입력창 위로 샵검색 레이어 노출

2. 샵 검색 안내문구 노출됨 
 - [X} # 검색어 입력 

3. 채팅방 입력창 좌측 [X] 버튼 노출됨 

 - 추천 키워드 영역 [미니게임] [사다리게임].. 
 - [(AI) AI를 만나, 새로워진 샵검색 [지금 써보기]]  
 - [X] [#, 검색어 입력]   

*툴바 비 활성화 상태","1. 채팅방 입력창 [#] 샵 검색 버튼 선택

2. 샵 검색 안내문구 확인 

3. 입력창 샵 검색 모드 진입",샵 검색 모드 진입 이어야 한다.,"Step에 ""UI 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""샵 검색 모드 진입""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""샵 검색 모드 진입""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,340,UI_확인,UI 확인,샵 검색 모드 진입,expected_result,"1. 채팅방 입력창 [#] 샵 검색 버튼 선택

2. 샵 검색 안내문구 확인 

3. 입력창 UI 확인 

4. 입력창 영역 넘어갈만큼 임의 텍스트 작성 (ex. 30자 이상) 

5. [X] 버튼 선택","1. 샵 검색 모드 진입
 - 입력창 위로 샵검색 레이어 노출

2. 샵 검색 안내문구 노출됨 
 - [X} # 검색어 입력 

3. 채팅방 입력창 좌측 [X] 버튼 노출됨 

 - 추천 키워드 영역 [미니게임] [사다리게임].. 
 - [(AI) AI를 만나, 새로워진 샵검색 [지금 써보기]]  
 - [X] [#, 검색어 입력]   

4. 줄바꿈 없이 한 줄 내에서 길어지는 방식으로 변경됨 

 - [(X), #, 검색어 입력어, 돋보기 검정 버튼]  

5. 샵검색 모드 종료됨","1. 채팅방 입력창 [#] 샵 검색 버튼 선택

2. 샵 검색 안내문구 확인 

3. 입력창 샵 검색 모드 진입 

4. 입력창 영역 넘어갈만큼 임의 텍스트 작성 (ex. 30자 이상) 

5. [X] 버튼 선택",샵 검색 모드 진입 이어야 한다.,"Step에 ""UI 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""샵 검색 모드 진입""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""샵 검색 모드 진입""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,366,화면_확인,화면 확인,그룹 시작 동의창 팝업 노출됨,expected_result,"1. 플러스메뉴 아이콘 탭 > [친구위치] 메뉴 선택  

2. 스태틱맵  바텀시트 [동의 후 카카오맵에서 시작] 

3. 카카오맵 로그인 팝업 > (동의 클릭 5분 경과 상관없음)  

4. 로그인 팝업 : B계정은 채팅방 참여 멤버임 > 로그인 완료 
 - 카카오톡 계정 : A 
 - 카카오맵 계정 : B 

5. 그룹 시작 동의화면 확인","5. 그룹 시작 동의창 팝업 노출됨 

 - 친구위치를 시작해요 [x]
서로의 위치 확인을 위해 동의가 필요해요. 
지도 이미지 [캐릭터] 

(!) 친구위치 참여 대상확인하기 
(!) 내 위치 정보 제3자 제공동의 내용 보기 
 [동의하기]","1. 플러스메뉴 아이콘 탭 > [친구위치] 메뉴 선택  

2. 스태틱맵  바텀시트 [동의 후 카카오맵에서 시작] 

3. 카카오맵 로그인 팝업 > (동의 클릭 5분 경과 상관없음)  

4. 로그인 팝업 : B계정은 채팅방 참여 멤버임 > 로그인 완료 
 - 카카오톡 계정 : A 
 - 카카오맵 계정 : B 

5. 그룹 시작 동의그룹 시작 동의창 팝업 노출됨",그룹 시작 동의창 팝업 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""그룹 시작 동의창 팝업 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""그룹 시작 동의창 팝업 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,369,화면_확인,화면 확인,그룹 시작 동의창 팝업 노출됨,expected_result,"1. 플러스메뉴 아이콘 탭 > [친구위치] 메뉴 선택  

2. 스태틱맵  바텀시트 [동의 후 카카오맵에서 시작] 

3. 카카오맵 로그인 팝업 > (동의 클릭 5분 경과)  

4. 로그인 팝업 : A계정은 채팅방 참여 멤버임 > 로그인 완료 
 - 카카오톡 계정 : A 
 - 카카오맵 계정 : A 

5. 그룹 시작 동의화면 확인","5. 그룹 시작 동의창 팝업 노출됨 

 - 친구위치를 시작해요 [x]
서로의 위치 확인을 위해 동의가 필요해요. 
지도 이미지 [캐릭터] 

(!) 친구위치 참여 대상확인하기 
(!) 내 위치 정보 제3자 제공동의 내용 보기 
 [동의하기]","1. 플러스메뉴 아이콘 탭 > [친구위치] 메뉴 선택  

2. 스태틱맵  바텀시트 [동의 후 카카오맵에서 시작] 

3. 카카오맵 로그인 팝업 > (동의 클릭 5분 경과)  

4. 로그인 팝업 : A계정은 채팅방 참여 멤버임 > 로그인 완료 
 - 카카오톡 계정 : A 
 - 카카오맵 계정 : A 

5. 그룹 시작 동의그룹 시작 동의창 팝업 노출됨",그룹 시작 동의창 팝업 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""그룹 시작 동의창 팝업 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""그룹 시작 동의창 팝업 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,389,화면_확인,화면 확인,바텀시트 내 웹뷰 형태로 노출됨,expected_result,"*미니게임 목록 웹뷰 

1. 돌림판 디폴트 생성화면 확인  

2. 인원수에 맞춰 돌림판 생성 
 - 항목 삭제는 3개 이상부터 가능함","1. 바텀시트 내 웹뷰 형태로 노출됨 

 - 좌측 상단 타이틀 : [<] 
 - 문구: {돌림판} 

 - 돌림판 칸: (-) 2 (+)
 ㄴ 최소 2개 ~ 최대개수 8개   
 ㄴ 돌림판 항목 삭제인 (-)는 비활성화 상태 

 - 프리셋 칩형태 
 ㄴ[직접입력] [음식] [간식] [벌칙] [숫자][국내 여행지] [오늘 뭐하지] [커피]

 [(색상) 항목 입력] 
 [(색상) 항목 입력] 

[항목을 입력하세요] 

2. 항목 입력 메뉴 삭제 불가함 
 - 항목 삭제는 3개 이상부터 가능함","*미니게임 목록 웹뷰 

1. 돌림판 디폴트 생성바텀시트 내 웹뷰 형태로 노출됨  

2. 인원수에 맞춰 돌림판 생성 
 - 항목 삭제는 3개 이상부터 가능함",바텀시트 내 웹뷰 형태로 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""바텀시트 내 웹뷰 형태로 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""바텀시트 내 웹뷰 형태로 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,393,화면_확인,화면 확인,친구 선택 화면 노출됨,expected_result,"*미니게임 목록 웹뷰 

1. 사다리게임 > 함께할 친구 선택 화면 확인 
  
2. A 프로필 우측 상단 [X] 버튼 선택 하여 삭제","1. 친구 선택 화면 노출됨 

 - 함께할 \n 친구 선택
 - 프로필 사진, 우측 상단 [X] 
 - 프로필 명 

 - 배열
 ㄴ 1명 : A 
 ㄴ 2명 : A B 
 ㄴ 3명 : A  B  C 

 - [모두 선택 완료] 

2. 친구 삭제 시, 버튼명 아래와 같이 변경되며 활성화는 유지됨 
- [모두 선택 완료] > [N명 선택 완료]","*미니게임 목록 웹뷰 

1. 사다리게임 > 함께할 친구 선택 친구 선택 화면 노출됨 
  
2. A 프로필 우측 상단 [X] 버튼 선택 하여 삭제",친구 선택 화면 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""친구 선택 화면 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""친구 선택 화면 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,405,화면_확인,화면 확인,게임 결과 화면 노출됨,expected_result,"1. 당첨 결과 화면 [전체 결과보기] 메뉴 선택 
2. 게임 결과 화면 확인 

3. 게임 당첨자 수 확인 
예) 당첨자 수 9명으로 설정 시 9명까지 당첨 

4. 당첨자 친구 결과 스크롤 시도","2. 게임 결과 화면 노출됨 
 - 프로필 이미지 및 프로필명 
 - 당첨 결과 

 - 친구 결과 리스트 
 ㄴ 프로필 명   [당첨] 

 - [게임 다시하기] [내 결과 공유하기]  

3. 당첨뽑기의 당첨자 수는 선택한 인원과 동일하게 선택됨 
 -  당첨뽑기 '당첨자 수 = 유저가 선택한 인원 수' 

4. 친구 결과 리스트 영역까지 스크롤됨 

 - 게임 결과 
 - 프로필 이미지 및 프로필 명 
 - 당첨 결과 : [당첨] 

 - 친구 결과 리스트
 ㄴ 프로필 명   [당첨] 
 .......
 - [게임 다시하기] ","1. 당첨 결과 화면 [전체 결과보기] 메뉴 선택 
2. 게임 결과 게임 결과 화면 노출됨 

3. 게임 당첨자 수 확인 
예) 당첨자 수 9명으로 설정 시 9명까지 당첨 

4. 당첨자 친구 결과 스크롤 시도",게임 결과 화면 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""게임 결과 화면 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""게임 결과 화면 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,406,화면_확인,화면 확인,게임 결과 화면 노출됨,expected_result,"1. 당첨 결과 화면 [전체 결과보기] 메뉴 선택 
2. 게임 결과 화면 확인 

3. 게임 당첨자 수 확인 
예) 당첨자 수 10명으로 설정 시 10명까지 당첨 

4. 당첨자 친구 결과 스크롤 시도","2. 게임 결과 화면 노출됨 
 - 프로필 이미지 및 프로필명 
 - 당첨 결과 

 - 친구 결과 리스트 
 ㄴ 프로필 이미지 / 프로필 명 [꽝]

 - [게임 다시하기] [내 결과 공유하기]  

3. 당첨뽑기의 당첨자 수는 선택한 인원과 동일하게 선택됨 
 -  당첨뽑기 '당첨자 수 = 유저가 선택한 인원 수' 

4. 친구 결과 리스트 영역까지 전체 스크롤됨 
 - 게임 결과 
 - 친구 리스트 [당첨] OR [꽝]
 .......
 - [게임 다시하기] [내 결과 공유하기]","1. 당첨 결과 화면 [전체 결과보기] 메뉴 선택 
2. 게임 결과 게임 결과 화면 노출됨 

3. 게임 당첨자 수 확인 
예) 당첨자 수 10명으로 설정 시 10명까지 당첨 

4. 당첨자 친구 결과 스크롤 시도",게임 결과 화면 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""게임 결과 화면 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""게임 결과 화면 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,412,노출_확인,노출 확인,간편 녹음 버튼 노출됨,expected_result,입력창 내 간편녹음 버튼 노출 확인,"간편 녹음 버튼 노출됨
ㄴ 키보드 노출 시 간편녹음 버튼 숨김",입력창 내 간편녹음 버튼 간편 녹음 버튼 노출됨,간편 녹음 버튼 노출됨 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""간편 녹음 버튼 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""간편 녹음 버튼 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,468,동작_확인,동작 확인,툴바뷰로 바로 이동됨,expected_result,"1. 단일 말풍선 라이브 텍스트 버튼 선택 
2. 툴바 뷰 라이브 텍스트 버튼 노출여부 확인 
3. 라이브 텍스트가 인식될때 메시지 입력 동작 확인","1. 툴바뷰로 바로 이동됨

2. 툴바 뷰 오른쪽 아래 텍스트 인식 아이콘 노출됨 
- 라이브텍스트 버튼 노출과 함께 하이라이트 적용됨 

3. 메시지 커서 노출 및 정상 수/발신됨","1. 단일 말풍선 라이브 텍스트 버튼 선택 
2. 툴바 뷰 라이브 텍스트 버튼 노출여부 확인 
3. 라이브 텍스트가 인식될때 메시지 입력 툴바뷰로 바로 이동됨",툴바뷰로 바로 이동됨 이어야 한다.,"Step에 ""동작 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""툴바뷰로 바로 이동됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""동작 확인""은 ""툴바뷰로 바로 이동됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,518,노출_확인,노출 확인,바텀 시트에 선택 가능한 통화 타입,expected_result,"1. 일반 1:1 채팅방> 우상단의 [통화하기(📞)] 버튼 탭
2. 통화 타입 선택 메뉴 노출 확인","2. 바텀 시트에 선택 가능한 통화 타입이 표시됨
[보이스톡]
[페이스톡]

*오픈 1:1 채팅방에서는 +메뉴에서 보이스톡만 제공","1. 일반 1:1 채팅방> 우상단의 [통화하기(📞)] 버튼 탭
2. 통화 타입 선택 메뉴 바텀 시트에 선택 가능한 통화 타입",바텀 시트에 선택 가능한 통화 타입이 표시됨,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""바텀 시트에 선택 가능한 통화 타입""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""바텀 시트에 선택 가능한 통화 타입""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,615,UI_확인,UI확인,"- 앨범커버, 재생 버튼",expected_result,플레이리스트 말풍선 UI확인 및 버튼 탭,"- 앨범커버, 재생 버튼
- 플레이리스트명(최대2줄), 플레이리스트, N곡","플레이리스트 말풍선 - 앨범커버, 재생 버튼 및 버튼 탭","- 앨범커버, 재생 버튼 이어야 한다.","Step에 ""UI확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""- 앨범커버, 재생 버튼""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""- 앨범커버, 재생 버튼""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,619,UI_확인,UI확인,"- 앨범커버, 재생 버튼",expected_result,앨범 말풍선 UI확인 및 버튼 탭,"- 앨범커버, 재생 버튼
- 앨범명, 앨범, 아티스트명, N곡","앨범 말풍선 - 앨범커버, 재생 버튼 및 버튼 탭","- 앨범커버, 재생 버튼 이어야 한다.","Step에 ""UI확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""- 앨범커버, 재생 버튼""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""- 앨범커버, 재생 버튼""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,681,화면_확인,화면 확인,앨범 피커 노출됨,expected_result,"1. 채팅방 > +메뉴 > 파일 > [앨범에서 선택] 메뉴 노출 확인 

2. 앨범 피커 화면 확인 

3. 임의 이미지 선택","1. 앨범 피커 노출됨

2. 앨범 피커 항목 정상 노출됨 
 - 사진 묶어보내기, 편집, 화질 변경 메뉴 미노출
 - 상단 앨범 카테고리 제공

3. 앨범 피커에서 미디어 선택 시, 선택된 각 미디어 우측 상단에 체크표시됨 
 - ‘선택한 미디어 수’ + 전송 버튼","1. 채팅방 > +메뉴 > 파일 > [앨범에서 선택] 메뉴 노출 확인 

2. 앨범 피커 앨범 피커 노출됨 

3. 임의 이미지 선택",앨범 피커 노출됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""앨범 피커 노출됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""앨범 피커 노출됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,682,화면_확인,화면 확인,미디어 상세 화면으로 랜딩됨,expected_result,"1. (iOS) 앨범 피커 화면에서 임의 이미지 선택 
(Android) 앨범 피커 화면에서 임의 이미지 spread view 버튼 선택 
 - 이미지 좌측 하단 spread view 버튼

2. 미디어 상세 화면 확인

4. 파일 전송 완료","1. 미디어 상세 화면으로 랜딩됨 

2. 미디어 상세에서 편집 메뉴 노출되지 않음 
 - 우측 상단에 선택된 미디어인 경우 체크 표시
 - 사진은 용량표시 없음  

3. ‘선택한 미디어 숫자' + 전송 버튼

4. 파일 정상적으로 전송됨","1. (iOS) 앨범 피커 화면에서 임의 이미지 선택 
(Android) 앨범 피커 화면에서 임의 이미지 spread view 버튼 선택 
 - 이미지 좌측 하단 spread view 버튼

2. 미디어 상세 미디어 상세 화면으로 랜딩됨

4. 파일 전송 완료",미디어 상세 화면으로 랜딩됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""미디어 상세 화면으로 랜딩됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""미디어 상세 화면으로 랜딩됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,683,화면_확인,화면 확인,미디어 상세 화면으로 랜딩됨,expected_result,"1. (iOS) 앨범 피커 화면에서 임의 이미지 선택 
(Android) 앨범 피커 화면에서 임의 이미지 spread view 버튼 선택 
 - 이미지 좌측 하단 spread view 버튼

2. 미디어 상세 화면 확인

3. 우측 상단 라디오 버튼 선택 / 해제 

4. 파일 전송 완료","1. 미디어 상세 화면으로 랜딩됨 

2. 미디어 상세에서 편집 메뉴 노출되지 않음 
 - 우측 상단에 선택된 미디어인 경우 체크 표시
 - 동영상 용량 표시 
 -  좌측 상단에 미디어 용량 표시(원본 용량)
 - 동영상 재생 버튼 제공 

3. ‘선택한 미디어 숫자' + 전송 버튼 표시됨 

4. 파일 정상적으로 전송됨","1. (iOS) 앨범 피커 화면에서 임의 이미지 선택 
(Android) 앨범 피커 화면에서 임의 이미지 spread view 버튼 선택 
 - 이미지 좌측 하단 spread view 버튼

2. 미디어 상세 미디어 상세 화면으로 랜딩됨

3. 우측 상단 라디오 버튼 선택 / 해제 

4. 파일 전송 완료",미디어 상세 화면으로 랜딩됨 이어야 한다.,"Step에 ""화면 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""미디어 상세 화면으로 랜딩됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""화면 확인""은 ""미디어 상세 화면으로 랜딩됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,711,노출_확인,노출 확인,즐겨찾기 설정 상태 아이콘으로 변경됨,expected_result,"1. 즐겨찾기 아이콘 탭
2. 친구탭 > 즐겨찾기 영역 내 해당 친구 및 채팅방 노출 확인","1. 즐겨찾기 설정 상태 아이콘으로 변경됨
[Android]
- 토스트메시지 : '즐겨찾기에 추가되었습니다.'

2. 즐겨찾기 영역 내 해당 친구 및 채팅방 노출됨
- 친구탭 > 즐겨찾기 영역 : 1:1 채팅방(해당 친구)만 노출(그룹채팅방, 오픈채팅방 제외)

* 그룹채팅방 : 25/8차부터 친구탭 내 즐겨찾기 영역 미노출","1. 즐겨찾기 아이콘 탭
2. 친구탭 > 즐겨찾기 영역 내 해당 친구 및 채팅방 즐겨찾기 설정 상태 아이콘으로 변경됨",즐겨찾기 설정 상태 아이콘으로 변경됨 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""즐겨찾기 설정 상태 아이콘으로 변경됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""즐겨찾기 설정 상태 아이콘으로 변경됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,712,노출_확인,노출 확인,즐겨찾기 해제 상태 아이콘으로 변경됨,expected_result,"1. 즐겨찾기 아이콘 탭
2. 친구탭 > 즐겨찾기 영역 내 해당 친구 및 채팅방 노출 확인","1. 즐겨찾기 해제 상태 아이콘으로 변경됨
[Android]
- 토스트메시지 : '즐겨찾기에서 해제되었습니다.'

2. 즐겨찾기 영역 내 해당 친구 및 채팅방 노출되지 않음

* 그룹채팅방 : 25/8차부터 친구탭 내 즐겨찾기 영역 미노출","1. 즐겨찾기 아이콘 탭
2. 친구탭 > 즐겨찾기 영역 내 해당 친구 및 채팅방 즐겨찾기 해제 상태 아이콘으로 변경됨",즐겨찾기 해제 상태 아이콘으로 변경됨 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""즐겨찾기 해제 상태 아이콘으로 변경됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""즐겨찾기 해제 상태 아이콘으로 변경됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,725,UI_확인,UI 확인,일정 >,expected_result,톡캘린더 영역 UI 확인,"일정 >
 - 선택 시 톡캘린더목록으로 이동",톡캘린더 영역 일정 >,일정 > 이어야 한다.,"Step에 ""UI 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""일정 >""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""일정 >""을 의미하는 것으로 판단하였습니다.",medium
5.일반채팅,727,UI_확인,UI 확인,일정 >,expected_result,일정 영역 UI 확인,"일정 >
일정 바   일정 제목
              시작 시간 •장소
              날짜

- 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) 
 ㄴ 참여 : 채워진 컬러바
 ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시
 ㄴ 미정 : 빗금 컬러바 
- 오늘 날짜의 일정은 날짜 하단에 '오늘' 표시
- 일정 선택 시 일정 상세로 이동",일정 영역 일정 >,일정 > 이어야 한다.,"Step에 ""UI 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""일정 >""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""일정 >""을 의미하는 것으로 판단하였습니다.",medium
5.일반채팅,728,UI_확인,UI 확인,일정 >,expected_result,일정 영역 UI 확인,"일정 >
일정 바   일정 제목
              시작 시간 •장소
              날짜
일정 바   일정 제목
              시작 시간 •장소
              날짜

- 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) 
 ㄴ 참여 : 채워진 컬러바
 ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시
 ㄴ 미정 : 빗금 컬러바 
- 다가올 일정은 최대 2개까지만 노출 됨
- 오늘 날짜의 일정은 날짜 하단에 '오늘' 표시
- 동일 날짜의 일정인 경우 날짜는 한번만 표시
- 일정 선택 시 일정 상세로",일정 영역 일정 >,일정 > 이어야 한다.,"Step에 ""UI 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""일정 >""이(가) 확인 대상임을 파악하였습니다. 따라서 ""UI 확인""은 ""일정 >""을 의미하는 것으로 판단하였습니다.",medium
5.일반채팅,793,결과_확인,결과 확인,공지로 게시글이 추가됨,expected_result,"1. 톡게시판에서 공지로 글쓰기 후 톡게시판  확인
2. 채팅방에서 작성 결과 확인","1. 공지로 게시글이 추가됨
2. 채팅방에서 결과 확인
 - 채팅방의 공지 영역에 작성한 글이 표시됨
 - 채팅방에 공지 게시글 확인하기 말풍선이 전송됨
 - 말풍선 탭하면 해당 글로 랜딩","1. 톡게시판에서 공지로 글쓰기 후 톡게시판  확인
2. 채팅방에서 작성 공지로 게시글이 추가됨",공지로 게시글이 추가됨 이어야 한다.,"Step에 ""결과 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""공지로 게시글이 추가됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""결과 확인""은 ""공지로 게시글이 추가됨""을 의미하는 것으로 판단하였습니다.",high
5.일반채팅,794,결과_확인,결과 확인,멘션이 포함된 게시글이 추가됨,expected_result,"1. 톡게시판 글쓰기에 멘션(@)버튼을 통해 멤버를 멘션한 글쓰기 후 톡게시판 확인
2. 채팅방에서 작성 결과 확인","1. 멘션이 포함된 게시글이 추가됨
2. 채팅방에서 결과 확인
 - 채팅방에 멘션이 포함된 게시글의 게시글 확인하기 말풍선이 전송됨
 - 말풍선 탭하면 해당 글로 랜딩","1. 톡게시판 글쓰기에 멘션(@)버튼을 통해 멤버를 멘션한 글쓰기 후 톡게시판 확인
2. 채팅방에서 작성 멘션이 포함된 게시글이 추가됨",멘션이 포함된 게시글이 추가됨 이어야 한다.,"Step에 ""결과 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""멘션이 포함된 게시글이 추가됨""이(가) 확인 대상임을 파악하였습니다. 따라서 ""결과 확인""은 ""멘션이 포함된 게시글이 추가됨""을 의미하는 것으로 판단하였습니다.",high
