service_name,row_number,recon_type,orig_step,orig_expected,recon_steps,recon_expected,moved_lines,reason,action_signals,state_signals
5.일반채팅,716,clarified,1. 사이드 메뉴 > 설정 아이콘 탭,1. 채팅방 설정 화면으로 이동,사이드 메뉴 > 설정 아이콘 탭 / 채팅방 설정 화면으로 이동,,채팅방 설정 화면으로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 채팅방 설정 화면으로 이동,
5.일반채팅,727,separated,톡캘린더 영역 UI 확인,"일정 >
 - 선택 시 톡캘린더목록으로 이동",톡캘린더 영역 UI 확인 / - 선택 시 톡캘린더목록으로 이동,일정 >,- 선택 시 톡캘린더목록으로 이동,"""- 선택 시 톡캘린더목록으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""일정 >""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: - 선택 시 톡캘린더목록으로 이동,상태 표현: 일정 >
5.일반채팅,729,separated,일정 영역 UI 확인,"일정 >
일정 바   일정 제목
              시작 시간 •장소
              날짜

- 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) 
 ㄴ 참여 : 채워진 컬러바
 ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시
 ㄴ 미정 : 빗금 컬러바 
- 오늘 날짜의 일정은 날짜 하단에 '오늘' 표시
- 일정 선택 시 일정 상세로 이동",일정 영역 UI 확인 / - 일정 선택 시 일정 상세로 이동,일정 > / 일정 바   일정 제목 / 시작 시간 •장소 / 날짜 / - 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) / ㄴ 참여 : 채워진 컬러바 / ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시 / ㄴ 미정 : 빗금 컬러바 / - 오늘 날짜의 일정은 날짜 하단에 '오늘' 표시,- 일정 선택 시 일정 상세로 이동,"""- 일정 선택 시 일정 상세로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""일정 >""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""일정 바   일정 제목""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""시작 시간 •장소""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""날짜""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""ㄴ 참여 : 채워진 컬러바""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""ㄴ 미정 : 빗금 컬러바""은 최종 상태를 기술하는",행위 동사 종결: - 일정 선택 시 일정 상세로 이동,상태 표현: 일정 > | 상태 표현: 일정 바   일정 제목 | 상태 표현: 시작 시간 •장소 | 상태 표현: 날짜 | 상태 표현: - 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) | 상태 표현: ㄴ 참여 : 채워진 컬러바 | 상태 표현: ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시 | 상태 표현: ㄴ 미정 : 빗금 컬러바 | 상태 표현: - 오늘
5.일반채팅,730,separated,일정 영역 UI 확인,"일정 >
일정 바   일정 제목
              시작 시간 •장소
              날짜
일정 바   일정 제목
              시작 시간 •장소
              날짜

- 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) 
 ㄴ 참여 : 채워진 컬러바
 ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시
 ㄴ 미정 : 빗금 컬러바 
- 다가올 일정은 최대 2개까지만 노출 됨
- 오늘 날짜의 일정은 날짜 하단에 '오늘' 표시
- 동일 날짜의 일정인 경우 날짜는 한번만 표시
- 일정 선택 시 일정 상세로",일정 영역 UI 확인 / - 일정 선택 시 일정 상세로 이동,일정 > / 일정 바   일정 제목 / 시작 시간 •장소 / 날짜 / 일정 바   일정 제목 / 시작 시간 •장소 / 날짜 / - 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) / ㄴ 참여 : 채워진 컬러바 / ㄴ 불참 : 빈 컬러바 + 일정 취소선 표시 / ㄴ 미정 : 빗금 컬러바 / - 다가올 일정은 최대 2개까지만 노출 됨 / - 오늘 날짜의 일정은 날짜 하단에 '오늘' 표시 / - 동일 날짜의 일정인 경우 날짜는 한번만 표시,- 일정 선택 시 일정 상세로 이동,"""- 일정 선택 시 일정 상세로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""일정 >""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""일정 바   일정 제목""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""시작 시간 •장소""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""날짜""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""일정 바   일정 제목""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""시작 시간 •장소""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""날짜""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""ㄴ 참여 : 채워진 ",행위 동사 종결: - 일정 선택 시 일정 상세로 이동,상태 표현: 일정 > | 상태 표현: 일정 바   일정 제목 | 상태 표현: 시작 시간 •장소 | 상태 표현: 날짜 | 상태 표현: 일정 바   일정 제목 | 상태 표현: 시작 시간 •장소 | 상태 표현: 날짜 | 상태 표현: - 일정 바 : 캘린더 컬러 반영(참여/불참/미정 구분) | 상태 표현: ㄴ 참여 : 채워진 컬러바 | 상태 표현: ㄴ 불참 : 빈
5.일반채팅,794,clarified,"1. [전체] [사진] [동영상] [파일] 탭에서 글쓰기 진입
2. [공지] 탭에서 글쓰기 진입
3. [투표] 탭에서 글쓰기 진입
4. [퀴즈] 탭에서 글쓰기 진입","1. default type 글쓰기 화면으로 이동
2. 공지 옵션이 체크된 글쓰기 화면으로 이동
3. 투표 템플릿이 추가된 글쓰기 화면으로 이동
4. 퀴즈 템플릿이 추가된 글쓰기 화면으로 이동",[전체] [사진] [동영상] [파일] 탭에서 글쓰기 진입 / [공지] 탭에서 글쓰기 진입 / [투표] 탭에서 글쓰기 진입 / [퀴즈] 탭에서 글쓰기 진입 / default type 글쓰기 화면으로 이동 / 공지 옵션이 체크된 글쓰기 화면으로 이동 / 투표 템플릿이 추가된 글쓰기 화면으로 이동 / 퀴즈 템플릿이 추가된 글쓰기 화면으로 이동,,default type 글쓰기 화면으로 이동 | 공지 옵션이 체크된 글쓰기 화면으로 이동 | 투표 템플릿이 추가된 글쓰기 화면으로 이동 | 퀴즈 템플릿이 추가된 글쓰기 화면으로 이동,기대결과 전체(4줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: default type 글쓰기 화면으로 이동 | 행위 동사 종결: 공지 옵션이 체크된 글쓰기 화면으로 이동 | 행위 동사 종결: 투표 템플릿이 추가된 글쓰기 화면으로 이동 | 행위 동사 종결: 퀴즈 템플릿이 추가된 글쓰기 화면으로 이동,
5.일반채팅,825,separated,"1. 입력창 > @입력 
 - ""@""만 입력 
 - 텍스트 + ""@"" 입력 
 - @유저멘션 + ""@"" 입력 
2. 서제스트 > 챗봇 목록 탭
3. 명령어 입력 후, 전송 > 챗봇 응답 확인","1. 상단 멘션 서제스트에 챗봇 + 멤버 목록이 노출된다. 
 - 챗봇 > 멤버 순으로 노출 
 - 동일한 이름이 있는 경우, 클릭하여 선택 

2. 입력창에 챗봇 멘션이 활성화된다. 

3. 멘션한 챗봇에게 메시지가 전달되며 해당 챗봇으로부터 응답을 받는다. 
ex) @뉴스봇 + 날씨 전송 시, 날씨 관련 응답 수신 
 - 클릭 시, 챗봇 채널 홈으로 이동된다.","입력창 > @입력 / - ""@""만 입력 / - 텍스트 + ""@"" 입력 / - @유저멘션 + ""@"" 입력 / 서제스트 > 챗봇 목록 탭 / 명령어 입력 후, 전송 > 챗봇 응답 확인 / - 동일한 이름이 있는 경우, 클릭하여 선택","상단 멘션 서제스트에 챗봇 + 멤버 목록이 노출된다. / - 챗봇 > 멤버 순으로 노출 / 입력창에 챗봇 멘션이 활성화된다. / 멘션한 챗봇에게 메시지가 전달되며 해당 챗봇으로부터 응답을 받는다. / ex) @뉴스봇 + 날씨 전송 시, 날씨 관련 응답 수신 / - 클릭 시, 챗봇 채널 홈으로 이동된다.","- 동일한 이름이 있는 경우, 클릭하여 선택","""- 동일한 이름이 있는 경우, 클릭하여 선택""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""상단 멘션 서제스트에 챗봇 + 멤버 목록이 노출된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 챗봇 > 멤버 순으로 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""입력창에 챗봇 멘션이 활성화된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""멘션한 챗봇에게 메시지가 전달되며 해당 챗봇으로부터 응답을 받는다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""ex) @뉴스봇 + 날씨 전송 시, 날씨 관련 응답 수신""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 클릭 시, 챗봇 채널 홈으로 이동된다.""은 최종 상태를 기술하는 기대결과로 유지하였습","행위 동사 종결: - 동일한 이름이 있는 경우, 클릭하여 선택","상태 표현: 상단 멘션 서제스트에 챗봇 + 멤버 목록이 노출된다. | 상태 표현: - 챗봇 > 멤버 순으로 노출 | 상태 표현: 입력창에 챗봇 멘션이 활성화된다. | 상태 표현: 멘션한 챗봇에게 메시지가 전달되며 해당 챗봇으로부터 응답을 받는다. | 상태 표현: ex) @뉴스봇 + 날씨 전송 시, 날씨 관련 응답 수신 | 상태 표현: - 클릭 시, 챗봇 채"
5.일반채팅,831,separated,"1. 챗봇 > 사용중 목록 > 챗봇 [제거] 탭 
2. 얼럿 > [확인] 버튼 탭","1. 챗봇 제거 얼럿이 노출된다. 
----
챗봇 제거
{챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다. [취소][확인]
 - [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지
 - [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동

2. 해당 챗봇이 채팅방에서 제거된다. 

1) 채팅방
-  피드
  : {멤버명}님이 {챗봇명}을/를 제거했습니다.

2) 챗봇 목록 > '추천', '사용중', '발견' 순서로 목록 노출
- 추천 목록 노출
 ㄴ 해당 채팅방에서 제거된 추천 챗봇 추가
-","챗봇 > 사용중 목록 > 챗봇 [제거] 탭 / 얼럿 > [확인] 버튼 탭 / - [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동","챗봇 제거 얼럿이 노출된다. / ---- / 챗봇 제거 / {챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다. [취소][확인] / - [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지 / 해당 챗봇이 채팅방에서 제거된다. / 채팅방 / -  피드 / : {멤버명}님이 {챗봇명}을/를 제거했습니다. / 챗봇 목록 > '추천', '사용중', '발견' 순서로 목록 노출 / - 추천 목록 노출 / ㄴ 해당 채팅방에서 제거된 추천 챗봇 추가 / - 사용중 목록 / ㄴ 해당 채팅방에서 제거된 추천 챗봇 제거 / ㄴ 모든 챗봇 제거 시 '사용중' 목록 제거 / - 발견 목록 / ㄴ 해당 채팅방에서 제거된 추천 챗봇 추가 / ㄴ [제거] 버튼 > [추가] 버튼으로 변경","- [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동","""- [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""챗봇 제거 얼럿이 노출된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""----""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""챗봇 제거""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""{챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""해당 챗봇이 채팅방에서 제거된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""채팅방""은 최종 상태를 기술하는 기대결","행위 동사 종결: - [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동","상태 표현: 챗봇 제거 얼럿이 노출된다. | 상태 표현: ---- | 상태 표현: 챗봇 제거 | 상태 표현: {챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다. [취소][확인] | 상태 표현: - [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지 | 상태 표현: 해당 챗봇이 채팅방에서 제거된다. | 상태 표현: "
5.일반채팅,832,separated,"1. 챗봇 > 사용중 목록 > 챗봇 [제거] 탭 
2. 얼럿 > [확인] 버튼 탭","1. 챗봇 제거 얼럿이 노출된다. 
----
챗봇 제거
{챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다. [취소][확인]
 - [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지
 - [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동

2. 해당 챗봇이 팀채팅방에서 제거된다. 

1) 채팅방
-  피드
  : {멤버명}님이 {챗봇명}을/를 제거했습니다.

2) 챗봇 목록 > '사용중', '발견' 순서로 목록 노출
- 사용중 목록 
 ㄴ 해당 채팅방에서 제거된 챗봇 제거
 ㄴ 모든 챗봇 제","챗봇 > 사용중 목록 > 챗봇 [제거] 탭 / 얼럿 > [확인] 버튼 탭 / - [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동","챗봇 제거 얼럿이 노출된다. / ---- / 챗봇 제거 / {챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다. [취소][확인] / - [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지 / 해당 챗봇이 팀채팅방에서 제거된다. / 채팅방 / -  피드 / : {멤버명}님이 {챗봇명}을/를 제거했습니다. / 챗봇 목록 > '사용중', '발견' 순서로 목록 노출 / - 사용중 목록 / ㄴ 해당 채팅방에서 제거된 챗봇 제거 / ㄴ 모든 챗봇 제거 시 '사용중' 목록 제거 / - 발견 목록 / ㄴ 해당 채팅방에서 제거된 챗봇 추가 / ㄴ [제거] 버튼 > [추가] 버튼으로 변경","- [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동","""- [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""챗봇 제거 얼럿이 노출된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""----""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""챗봇 제거""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""{챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""해당 챗봇이 팀채팅방에서 제거된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""채팅방""은 최종 상태를 기술하는 기대","행위 동사 종결: - [확인] 버튼 선택 시 얼럿 닫히고, 채팅방 이동","상태 표현: 챗봇 제거 얼럿이 노출된다. | 상태 표현: ---- | 상태 표현: 챗봇 제거 | 상태 표현: {챗봇명}을 채팅방에서 제거하시겠습니까? 제거하면 채팅방의 모든 멤버가 이용할 수 없습니다. [취소][확인] | 상태 표현: - [취소] 버튼 선택 시 얼럿 닫히고, 챗봇 목록 유지 | 상태 표현: 해당 챗봇이 팀채팅방에서 제거된다. | 상태 표현:"
5.일반채팅,877,clarified,[편집] 버튼 탭,채팅방 정보 페이지로 이동,[편집] 버튼 탭 / 채팅방 정보 페이지로 이동,,채팅방 정보 페이지로 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 채팅방 정보 페이지로 이동,
5.일반채팅,905,separated,[카카오톡 저장공간 관리] 탭,"[Android]
앱 관리 > 저장공간 관리 화면으로 진입
- 저장공간 관리 > [<] 이전 버튼 > 기존 채팅방 설정으로 이동

[IOS]
앱 관리 > 저장공간 관리 화면으로 진입
- 저장공간 관리 > [X] 닫기 > 기존 채팅방 설정으로 이동",[카카오톡 저장공간 관리] 탭 / 앱 관리 > 저장공간 관리 화면으로 진입 / - 저장공간 관리 > [<] 이전 버튼 > 기존 채팅방 설정으로 이동 / 앱 관리 > 저장공간 관리 화면으로 진입 / - 저장공간 관리 > [X] 닫기 > 기존 채팅방 설정으로 이동,[Android] / [IOS],앱 관리 > 저장공간 관리 화면으로 진입 | - 저장공간 관리 > [<] 이전 버튼 > 기존 채팅방 설정으로 이동 | 앱 관리 > 저장공간 관리 화면으로 진입 | - 저장공간 관리 > [X] 닫기 > 기존 채팅방 설정으로 이동,"""앱 관리 > 저장공간 관리 화면으로 진입""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 저장공간 관리 > [<] 이전 버튼 > 기존 채팅방 설정으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""앱 관리 > 저장공간 관리 화면으로 진입""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 저장공간 관리 > [X] 닫기 > 기존 채팅방 설정으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[Android]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[IOS]""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 앱 관리 > 저장공간 관리 화면으로 진입 | 행위 동사 종결: - 저장공간 관리 > [<] 이전 버튼 > 기존 채팅방 설정으로 이동 | 행위 동사 종결: 앱 관리 > 저장공간 관리 화면으로 진입 | 행위 동사 종결: - 저장공간 관리 > [X] 닫기 > 기존 채팅방 설정으로 이동,상태 표현: [Android] | 상태 표현: [IOS]
5.일반채팅,907,separated,채팅방 설정 > 대화 내용 내보내기 탭,"대화 내용 내보내기 페이지로 이동

[iOS]
- 텍스트 메시지만 보내기
- 모든 메시지 도큐멘트로 저장하기
- 채팅방 저장소에 저장

[Android]
- 텍스트 메시지만 저장 
- 모든 메시지 내부저장소에 저장 
- 채팅방 저장소에 저장",채팅방 설정 > 대화 내용 내보내기 탭 / 대화 내용 내보내기 페이지로 이동,[iOS] / - 텍스트 메시지만 보내기 / - 모든 메시지 도큐멘트로 저장하기 / - 채팅방 저장소에 저장 / [Android] / - 텍스트 메시지만 저장 / - 모든 메시지 내부저장소에 저장 / - 채팅방 저장소에 저장,대화 내용 내보내기 페이지로 이동,"""대화 내용 내보내기 페이지로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""[iOS]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 텍스트 메시지만 보내기""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 모든 메시지 도큐멘트로 저장하기""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 채팅방 저장소에 저장""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""[Android]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 텍스트 메시지만 저장""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 모든 메시지 내부저장소에 저장""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 채팅방 저장소에 저장""은 최종 상태를 기술하는 기대결과로",행위 동사 종결: 대화 내용 내보내기 페이지로 이동,상태 표현: [iOS] | 상태 표현: - 텍스트 메시지만 보내기 | 상태 표현: - 모든 메시지 도큐멘트로 저장하기 | 상태 표현: - 채팅방 저장소에 저장 | 상태 표현: [Android] | 상태 표현: - 텍스트 메시지만 저장 | 상태 표현: - 모든 메시지 내부저장소에 저장 | 상태 표현: - 채팅방 저장소에 저장
5.일반채팅,922,separated,나챗방 > 상단 톡클라우드 > 톡클라우드 홈 진입,"톡클라우드 홈으로 이동 
 - 무료 사용자 : 구독 매대
 - 유료 사용자 : 톡클라우드 홈",나챗방 > 상단 톡클라우드 > 톡클라우드 홈 진입 / 톡클라우드 홈으로 이동,- 무료 사용자 : 구독 매대 / - 유료 사용자 : 톡클라우드 홈,톡클라우드 홈으로 이동,"""톡클라우드 홈으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 무료 사용자 : 구독 매대""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 유료 사용자 : 톡클라우드 홈""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 톡클라우드 홈으로 이동,상태 표현: - 무료 사용자 : 구독 매대 | 상태 표현: - 유료 사용자 : 톡클라우드 홈
5.일반채팅,937,separated,"1. 말풍선 롱탭 > 태그 숏컷 
2. 특정 태그 탭 
3. 말풍선 롱탭 > 태그 목록 확인","1. 롱탭 메뉴 상단에 태그 목록이 순서대로 노출된다. 
 - 디폴트 태그 목록 : 5개 고정 
 - 최대 태그 추가 가능 갯수 : 3개 

----
빠른 검색을 위해 태그를 추가해보세요
메모 - 할 일 - 방문장소 - 쇼핑 - 중요 (>) 

2. 태그 목록이 닫히고 말풍선에 선택한 태그가 추가된다. 
3. 숏컷 목록 1번째 순서에 추가되어 노출된다. 
 - 선택 표시 노출 (태그 아이콘에 테투리 표시)",말풍선 롱탭 > 태그 숏컷 / 특정 태그 탭 / 말풍선 롱탭 > 태그 목록 확인 / 메모 - 할 일 > 방문장소 > 쇼핑 - 중요 (>),롱탭 메뉴 상단에 태그 목록이 순서대로 노출된다. / - 디폴트 태그 목록 : 5개 고정 / - 최대 태그 추가 가능 갯수 : 3개 / ---- / 빠른 검색을 위해 태그를 추가해보세요 / 태그 목록이 닫히고 말풍선에 선택한 태그가 추가된다. / 숏컷 목록 1번째 순서에 추가되어 노출된다. / - 선택 표시 노출 (태그 아이콘에 테투리 표시),메모 - 할 일 - 방문장소 - 쇼핑 - 중요 (>),"""메모 - 할 일 - 방문장소 - 쇼핑 - 중요 (>)""은 메뉴 경로 탐색 절차이므로 실행 절차로 이동하였습니다. ""롱탭 메뉴 상단에 태그 목록이 순서대로 노출된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 디폴트 태그 목록 : 5개 고정""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 최대 태그 추가 가능 갯수 : 3개""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""----""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""빠른 검색을 위해 태그를 추가해보세요""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""태그 목록이 닫히고 말풍선에 선택한 태그가 추가된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""숏컷 목록 1번째 순서에 추가되어 노출된다.""은 최종",경로 패턴: 메모 - 할 일 - 방문장소 - 쇼핑 - 중요 (>),상태 표현: 롱탭 메뉴 상단에 태그 목록이 순서대로 노출된다. | 상태 표현: - 디폴트 태그 목록 : 5개 고정 | 상태 표현: - 최대 태그 추가 가능 갯수 : 3개 | 상태 표현: ---- | 상태 표현: 빠른 검색을 위해 태그를 추가해보세요 | 상태 표현: 태그 목록이 닫히고 말풍선에 선택한 태그가 추가된다. | 상태 표현: 숏컷 목록 1번째 순서에
5.일반채팅,942,separated,1. 말풍선 롱탭 > 태그 목록 > 전체보기 (>) 버튼 탭,"태그 전체 바텀시트가 노출된다. 
 - 최근 사용 목록 미노출 
 - 전체 목록만 노출  
   ㄴ 21개가 순서대로 노출되는지 확인 (순서 고정)

----
태그 

전체 태그 
메모 - 할 일 - 방문장소 - 쇼핑 - 중요 - 맛집 - 여행 - 폴더 - 아이디어 - 개인정보 - 링크 - 읽을거리/책/독서 - 회의록/필기 - 일정 - 뷰티 - 요리 레시피 - 사진/동영상 - 업무 - 부동산 - 금융/재테크 - 건강",말풍선 롱탭 > 태그 목록 > 전체보기 (>) 버튼 탭 / 메모 - 할 일 > 방문장소 > 쇼핑 - 중요 > 맛집 > 여행 - 폴더 > 아이디어 > 개인정보 - 링크 - 읽을거리/책/독서 - 회의록/필기 > 일정 > 뷰티 - 요리 레시피 - 사진/동영상 > 업무 > 부동산 - 금융/재테크 - 건강,태그 전체 바텀시트가 노출된다. / - 최근 사용 목록 미노출 / - 전체 목록만 노출 / ㄴ 21개가 순서대로 노출되는지 확인 (순서 고정) / ---- / 태그 / 전체 태그,메모 - 할 일 - 방문장소 - 쇼핑 - 중요 - 맛집 - 여행 - 폴더 - 아이디어 - 개인정보 - 링크 - 읽을거리/책/독서 - 회의록/필기 - 일정 - 뷰티 - 요리 레시피 - 사진/동영상 - 업무 - 부동산 - 금융/재테크 - 건강,"""메모 - 할 일 - 방문장소 - 쇼핑 - 중요 - 맛집 - 여행 - 폴더 - 아이디어 - ""은 메뉴 경로 탐색 절차이므로 실행 절차로 이동하였습니다. ""태그 전체 바텀시트가 노출된다.""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 최근 사용 목록 미노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 전체 목록만 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""ㄴ 21개가 순서대로 노출되는지 확인 (순서 고정)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""----""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""태그""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""전체 태그""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",경로 패턴: 메모 - 할 일 - 방문장소 - 쇼핑 - 중요 - 맛집 - 여행 - 폴더 - 아이디어 - 개인정보 - 링크 ,상태 표현: 태그 전체 바텀시트가 노출된다. | 상태 표현: - 최근 사용 목록 미노출 | 상태 표현: - 전체 목록만 노출 | 상태 표현: ㄴ 21개가 순서대로 노출되는지 확인 (순서 고정) | 상태 표현: ---- | 상태 표현: 태그 | 상태 표현: 전체 태그
