service_name,category_1,category_2,category_3,category_4,tc_count
15. 알림센터,게시물 활동 알림 목록,내 게시물 ➡️ 좋아요,"발송대상 
 
 - 게시물 작성자",펑 ➡️ 공감,2
15. 알림센터,게시물 활동 알림 목록,내 게시물 ➡️ 좋아요,"발송대상 
 
 - 게시물 작성자",프로필 ➡️ 좋아요,2
15. 알림센터,게시물 활동 알림 목록,내 댓글  ➡️ 좋아요,"발송대상 

- 댓글 작성자",프로필 댓글 ➡️ 좋아요,2
15. 알림센터,게시물 활동 알림 목록,내 댓글 ➡️ 닷글,"발송대상 

- 답글 대상 댓글 작성자",프로필 ➡️ 댓글,2
15. 알림센터,게시물 활동 알림 상세 화면,알림 설정,게시물/활동 알림,TYPE A,1
15. 알림센터,게시물 활동 알림 상세 화면,알림 설정,게시물/활동 알림,게시물 활동 알림 OFF,2
15. 알림센터,게시물 활동 알림 상세 화면,알림 설정,게시물/활동 알림,토글버튼 동작,2
15. 알림센터,게시물 활동 알림 상세 화면,알림 설정,게시물/활동알림 상세화면,TYPE A,1
15. 알림센터,게시물 활동 알림 상세 화면,화면구성,게시물 활동 알림 목록,TYPE A,1
15. 알림센터,로컬 (자체) 푸시,,,,1
15. 알림센터,알림 목록 삭제,오늘 섹션 알림,답글 알림 삭제,프로필 ➡️ 댓글,1
15. 알림센터,알림 목록 삭제,오늘 섹션 알림,댓글 알림 삭제,프로필 ➡️ 댓글,1
15. 알림센터,알림 목록 삭제,오늘 섹션 알림,좋아요 알림 삭제,프로필 ➡️ 댓글,1
15. 알림센터,알림 목록 취소,액션 취소,"발송대상 

- 답글 대상 댓글 작성자",프로필 ➡️ 댓글,1
15. 알림센터,펑,공감,게시물 작성자,TYPE A,1
15. 알림센터,프로필,내 게시물 → 댓글,게시물 작성자,TYPE A,1
15. 알림센터,프로필,내 게시물 ➝ 좋아요,게시물 작성자,TYPE A,1
15. 알림센터,프로필,내 댓글 → 답글,답글 대상 댓글 작성자,TYPE A,1
15. 알림센터,프로필,내 댓글 → 좋아요,댓글 작성자,TYPE A,1
16.톡클라우드_연락처,address,Custom(사용자지정),Y,Y,1
16.톡클라우드_연락처,address,집,Y,Y,1
16.톡클라우드_연락처,emails,Custom(사용자지정),Y,Y,1
16.톡클라우드_연락처,emails,개인,Y,Y,1
16.톡클라우드_연락처,events,Custom(사용자지정),Y,Y,1
16.톡클라우드_연락처,events,기념일,Y,Y,1
16.톡클라우드_연락처,groups,Custom(사용자지정),Y,iOS,1
16.톡클라우드_연락처,groups,Family,Y,iOS,1
16.톡클라우드_연락처,groups,iOS,A,A,1
16.톡클라우드_연락처,groups,iOS,A,B,1
16.톡클라우드_연락처,groups,공통,A,없음,1
16.톡클라우드_연락처,im(메신저),AIM,Y,Y,1
16.톡클라우드_연락처,phones,Custom(사용자지정),Y,Y,1
16.톡클라우드_연락처,phones,집,Y,Y,1
16.톡클라우드_연락처,relations,Custom(사용자지정),Y,Y,1
16.톡클라우드_연락처,relations,비서,Y,Y,1
16.톡클라우드_연락처,sns(iOS only),Custom(사용자지정),Custom지정된 이름이 긴경우,Y,1
16.톡클라우드_연락처,sns(iOS only),Twitter,Android,Y,1
16.톡클라우드_연락처,websites,Custom(사용자지정),Y,Y,1
16.톡클라우드_연락처,websites,홈페이지,Y,Y,1
16.톡클라우드_연락처,그룹정보 복원 불가 안내,iOS,hotmail.com,없음,1
16.톡클라우드_연락처,그룹정보 복원 불가 안내,iOS,outlook.com,없음,1
16.톡클라우드_연락처,그룹정보 복원 불가 안내,iOS,outlook.kr,없음,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),개별 스냅샷,백업 단말명,디바이스 이름(iOS),2
16.톡클라우드_연락처,내 백업(스냅샷 리스트),개별 스냅샷,백업 상세,오전/오후,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),개별 스냅샷,백업일시 표시,오전/오후,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),개별 스냅샷,연락처 개수,오전/오후,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),내 백업 - 선택모드 시,삭제 팝업,삭제,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),내 백업 - 선택모드 시,삭제 팝업,취소,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),내 백업 - 선택모드 시,삭제하기,50개 초과,3
16.톡클라우드_연락처,내 백업(스냅샷 리스트),내 백업 - 선택모드 시,전체 선택,디바이스 이름(iOS),1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),내 백업 - 선택모드 시,전체 스냅샷 리스트(iOS),50개 이하,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),내 백업 - 선택모드 시,전체 스냅샷 리스트(iOS),50개 초과,1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),상단 네비게이션,_x0008_,[취소],1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),상단 네비게이션,선택 버튼,[취소],1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),상단 네비게이션,선택 버튼,디바이스 이름(iOS),1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),전체 스냅샷 리스트(iOS),50개 이하,[취소],1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),전체 스냅샷 리스트(iOS),50개 초과,[취소],1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),전체 스냅샷 수,삭제 없음,[취소],1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),전체 스냅샷 수,삭제 있음,[취소],1
16.톡클라우드_연락처,내 백업(스냅샷 리스트),전체 스냅샷 수,전체삭제 이력있음,[취소],1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,경칭,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,경칭,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,경칭,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,노트,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,노트,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,노트,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,별명,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,별명,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,별명,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,부서,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,부서,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,부서,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,성,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,성,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,성,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,성표음,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,성표음,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,성표음,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,이름,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,이름,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,이름,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,이름 표음,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,이름 표음,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,이름 표음,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,중간이름,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,중간이름,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,중간이름,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,중간이름 표음,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,중간이름 표음,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,중간이름 표음,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,직책,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,직책,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,직책,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,호칭,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,호칭,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,호칭,A,없음,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,회사,A,A,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,회사,A,B,1
16.톡클라우드_연락처,단일 필드 머지 정책 확인,회사,A,없음,1
16.톡클라우드_연락처,백업 정책,프로필 이미지 백업 비교로직,프로필 이미지 변경,72시간 이후,1
16.톡클라우드_연락처,백업 정책,프로필 이미지 백업 비교로직,프로필 이미지 삭제,72시간 이후,1
16.톡클라우드_연락처,백업 정책,프로필 이미지 백업 비교로직,프로필 이미지 추가,72시간 이후,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,IM,1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,IM,1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,IM,1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,IM,N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,IM,N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,IM,N개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,SNS(iOS only),1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,SNS(iOS only),1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,SNS(iOS only),1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,SNS(iOS only),N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,SNS(iOS only),N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,SNS(iOS only),N개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,관계,1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,관계,1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,관계,1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,관계,N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,관계,N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,관계,N개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,웹사이트,1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,웹사이트,1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,웹사이트,1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,웹사이트,N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,웹사이트,N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,웹사이트,N개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이메일,1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이메일,1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이메일,1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이메일,N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이메일,N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,이메일,N개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이벤트(기념일),1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이벤트(기념일),1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이벤트(기념일),1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이벤트(기념일),N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,이벤트(기념일),N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,이벤트(기념일),N개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,주소,1개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,주소,1개,N개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,주소,1개,없음,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,주소,N개,1개,1
16.톡클라우드_연락처,복수필드 머지 정책 확인,주소,N개,N개,2
16.톡클라우드_연락처,복수필드 머지 정책 확인,주소,N개,없음,1
16.톡클라우드_연락처,복원정책,복원 - 머지,이름/전화번호는 동일하며 다른 필드의 값이 다른 케이스,72시간 이후,1
16.톡클라우드_연락처,복원정책,복원 - 스킵,전체 데이터 동일한 연락처,72시간 이후,1
16.톡클라우드_연락처,복원정책,복원 - 추가,이름/전화번호가 동일하지 않음,72시간 이후,1
16.톡클라우드_연락처,수동백업,백업 조건,연락처 정보 1개 이상,연락처 정보와 같음,1
16.톡클라우드_연락처,수동백업,백업 조건,연락처 정보 1개 이상,연락처 정보와 다름,1
16.톡클라우드_연락처,수동백업,백업 조건,연락처 정보 1개 이상,최근 스냅샷 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),"(Android)
연락처 복원계정 선택팝업",취소,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),"(Android)
연락처 복원계정 선택팝업",확인,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,서브타이틀 영역,부서,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,서브타이틀 영역,이메일 표시,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,서브타이틀 영역,전화번호표시,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,서브타이틀 영역,직책 표시,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,서브타이틀 영역,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,서브타이틀 영역,회사,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,연락처 클릭,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,이름 없음,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,타이틀 영역,대체 표시,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,타이틀 영역,별명표시,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,타이틀 영역,이름 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,타이틀 영역,이름 표시,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,프로필 이미지,이미지,2
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),개별연락처,프로필 이미지,텍스트,3
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 진행 화면,상단 이미지 및 텍스트,복원 완료,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 진행 화면,상단 이미지 및 텍스트,복원 중,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 진행 화면,안내 문구,복원 완료,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 진행 화면,하단 버튼,취소,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 진행 화면,하단 버튼,취소 - 팝업 중 완료,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 진행 화면,하단 버튼,확인,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 팝업,취소,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원 팝업,확인,표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),복원하기 버튼,"선택 모드 아닌 경우
(최근 백업)",표시 없음,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),상단 네비게이션,선택 버튼,[선택해제],2
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),상단 네비게이션,선택 버튼,삭제,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),상단 네비게이션,햄버거 메뉴 - 삭제하기,삭제팝업,2
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),상단 네비게이션,햄버거 메뉴 - 삭제하기,삭제하기,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),상단 네비게이션,햄버거 메뉴 - 삭제하기,상세정보,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),상단 네비게이션,화면명,삭제,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,복원 팝업,취소,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,복원 팝업,확인,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,복원하기 버튼,선택 모드 아닌 경우,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,상단 네비게이션,선택 연락처 수,2
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,상단 네비게이션,전체 선택 버튼,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,연락처 복원계정 선택팝업,취소,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),스냅샷 상세 - 선택모드,연락처 복원계정 선택팝업,확인,1
16.톡클라우드_연락처,스냅샷 상세(연락처 리스트),연락처 수,햄버거 메뉴 - 삭제하기,삭제팝업,1
16.톡클라우드_연락처,연락처 관리(설정),"연락처 자동 보관
: Client저장값",Off,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 관리(설정),"연락처 자동 보관
: Client저장값",On,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 관리(설정),연락처 전체 삭제,Off,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 관리(설정),연락처 전체 삭제,딤드처리,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 업로드 화면,[X] 버튼 동작 확인,백업 완료,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 업로드 화면,백업 완료 후 [완료],백업 완료,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 업로드 화면,백업 중 [취소] 확인,백업 완료,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 업로드 화면,안내 문구 표시,백업 완료,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처 업로드 화면,안내 문구 표시,백업 중,디바이스 이름(iOS),1
16.톡클라우드_연락처,연락처홈,내 백업 전체보기,노출조건,디바이스 이름(iOS),2
16.톡클라우드_연락처,연락처홈,상단 네비게이션,닫기,확인,1
16.톡클라우드_연락처,연락처홈,상단 네비게이션,설정,확인,1
16.톡클라우드_연락처,연락처홈,상단 안내 문구,상태 별 안내 문구,백업완료,1
16.톡클라우드_연락처,연락처홈,상단 안내 문구,상태 별 안내 문구,백업중,1
16.톡클라우드_연락처,연락처홈,상단 안내 문구,상태 별 안내 문구,자동백업 Off,1
16.톡클라우드_연락처,연락처홈,상단 안내 문구,상태 별 안내 문구,자동보관 On,1
16.톡클라우드_연락처,연락처홈,상단 안내 문구,이름 표시,확인,1
16.톡클라우드_연락처,연락처홈,수동 백업 버튼,상태 별 안내 문구,백업완료,2
16.톡클라우드_연락처,연락처홈,이전 백업,백업 단말명,디바이스 이름(iOS),2
16.톡클라우드_연락처,연락처홈,이전 백업,백업일시 표시,오전/오후,1
16.톡클라우드_연락처,연락처홈,이전 백업,연락처 개수,오전/오후,1
16.톡클라우드_연락처,연락처홈,이전 백업,이전 백업 노출 갯수,디바이스 이름(iOS),2
16.톡클라우드_연락처,연락처홈,이전 백업,이전 백업 상세,오전/오후,1
16.톡클라우드_연락처,연락처홈,접근권한 팝업(iOS),보관하기,백업완료,1
16.톡클라우드_연락처,연락처홈,접근권한 팝업(iOS),홈 진입 시,백업완료,1
16.톡클라우드_연락처,연락처홈,최근 백업,백업 단말명,디바이스 이름(iOS),2
16.톡클라우드_연락처,연락처홈,최근 백업,백업일시 표시,오전/오후,1
16.톡클라우드_연락처,연락처홈,최근 백업,연락처 개수,오전/오후,1
16.톡클라우드_연락처,연락처홈,최근 백업,최근 백업 상세,오전/오후,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,다시 진행 팝업(iOS),팝업 확인,취소,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,다시 진행 팝업(iOS),팝업 확인,확인,2
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,상단 네비게이션,설정 버튼,,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,안내타이틀,설정 버튼,,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,안내텍스트,설정 버튼,,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,연락처 보관하기,자동백업설정 유도 팝업,바로설정,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,연락처 보관하기,자동백업설정 유도 팝업,접근권한 있음,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,연락처 보관하기,자동백업설정 유도 팝업,취소,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,접근권한 팝업(iOS),팝업 확인,바로설정,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,접근권한 팝업(iOS),팝업 확인,취소,1
16.톡클라우드_연락처,연락처홈 - 최초 백업 안내,접근권한 팝업(iOS),팝업 확인,확인,1
16.톡클라우드_연락처,자동백업,백업 조건,마지막 백업 시점으로부터 지난시간,72시간 이후,2
17.지갑,*서명 요청 보내기 : 외부에서 가입 요청  TMS,ME 계정 있음,인증하기,PIN 입력,3
17.지갑,*서명 요청 보내기 : 외부에서 가입 요청  TMS,ME 계정 있음,인증하기,PIN 재설정,1
17.지갑,*서명 요청 보내기 : 외부에서 가입 요청  TMS,ME 계정 있음,인증하기,생체인증,2
17.지갑,pull to refresh,카운팅,카운트 감소,인증서 서명 이력 읽음 처리,1
17.지갑,v1 인증서_level.1 보유,지갑 홈,"v1 인증서_level.1 
→ v2 인증서_level.2",v2 인증서_level.2,1
17.지갑,v1 인증서_level.1 보유,지갑 홈,"v1 인증서_level.1 
→ v2 인증서_level.2",인증 서비스 점검 상태 안내,1
17.지갑,v2 인증서_level.1 보유,업데이트 발급받기,"v2 인증서_level.1 
→ v2 인증서_level.2",v2 인증서_level.2,2
17.지갑,v2 인증서_level.1 보유,인증서 상세화면,v2_level.1,v2 인증서_level.2,1
17.지갑,개별 보유 카드,디지털카드,ui,단건 카드 뷰,1
17.지갑,개별 보유 카드,디지털카드,랜딩,단건 카드 뷰,1
17.지갑,개별 보유 카드,인증서,언리드 카운트,언리드 카운트 노출,1
17.지갑,개별 보유 카드,인증서,언리드 카운트,언리드 카운트 삭제,1
17.지갑,개별 보유 카드,인증서,인증서 상세,인증 이력,1
17.지갑,개별 보유 카드,인증서,인증서 상세,인증 이력 빨콩,1
17.지갑,개별 보유 카드,인증서,인증서 상세,인증서 상태별 확인,1
17.지갑,개별 보유 카드,인증서,인증서 상세,전체 ui,1
17.지갑,개별 보유 카드,인증서,인증서 상태 별 카드 ui,정상,1
17.지갑,개별 보유 카드,전자증명서,ui,상위 5종 증명서 카드 ui,1
17.지갑,개별 보유 카드,전자증명서,랜딩,상위 5종 증명서 카드 ui,1
17.지갑,개별 보유 카드,채널 쿠폰 카드,ui,단건 카드 뷰,1
17.지갑,개별 보유 카드,채널 쿠폰 카드,랜딩,단건 카드 뷰,1
17.지갑,개별 보유 카드,채널 쿠폰 카드,채널 쿠폰 웹뷰,ui,1
17.지갑,개별 보유 카드,채널 쿠폰 카드,채널 쿠폰 웹뷰,받은 쿠폰,2
17.지갑,개별 보유 카드,채널 쿠폰 카드,채널 쿠폰 웹뷰,인기 쿠폰,4
17.지갑,개별 보유 카드,채널 쿠폰 카드,채널 쿠폰 웹뷰,친구 채널 쿠폰,4
17.지갑,개별 추천 카드,국민비서,추천 카드 노출 조건,인증 뱃지 노출,2
17.지갑,개별 추천 카드,디지털카드,추천 카드 노출 조건,인증 뱃지 노출,1
17.지갑,개별 추천 카드,디지털카드,추천 카드에서 디지털카드 발급,인증 뱃지 노출,1
17.지갑,개별 추천 카드,인증서,ui,인증 뱃지 노출,1
17.지갑,개별 추천 카드,인증서,추천 카드 노출 조건,인증 뱃지 노출,2
17.지갑,개별 추천 카드,인증서,추천 카드에서 인증서 발급,인증 뱃지 노출,1
17.지갑,개별 추천 카드,전자증명서,추천 카드 노출 조건,인증 뱃지 노출,1
17.지갑,개별 추천 카드,전자증명서,추천 카드에서 전자증명서 발급,인증 뱃지 노출,1
17.지갑,공통 사항,생체 인증 정보 미등록,생체 인증 설정 Off,MY 비밀번호 등록 성공,1
17.지갑,노출 조건,공지사항 영역 노출,ui,인증서 서명 이력 읽음 처리,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,계좌 연결 X,2
17.지갑,문서 개별 카드,Pay 로고,가입 O,계좌연결,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,납부 불가 청구서 보유,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,납부할 청구서 보유,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,노출순서,5
17.지갑,문서 개별 카드,Pay 로고,가입 O,마이데이터 연결,4
17.지갑,문서 개별 카드,Pay 로고,가입 O,빨간점 제거,5
17.지갑,문서 개별 카드,Pay 로고,가입 O,신용유형 정보 있음,3
17.지갑,문서 개별 카드,Pay 로고,가입 O,"안 읽은 문서 없음
- READ",1
17.지갑,문서 개별 카드,Pay 로고,가입 O,안내문구,2
17.지갑,문서 개별 카드,Pay 로고,가입 O,열람 노출 우선순위,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,"열람 당일 
[D-day]",1
17.지갑,문서 개별 카드,Pay 로고,가입 O,"열람 카운트 
[열람 D-5]",1
17.지갑,문서 개별 카드,Pay 로고,가입 O,청구서 미보유,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,카드영수증 미보유,1
17.지갑,문서 개별 카드,Pay 로고,가입 O,카드영수증 보유,1
17.지갑,문서 개별 카드,Pay 로고,다른 곳(웹 등) 탐색 후 복귀,빨간점 제거,1
17.지갑,문서 개별 카드,Pay 로고,톡서랍 플러스 / 이모티콘 플러스 가입자,배너 1개,1
17.지갑,문서 개별 카드,Pay 로고,톡서랍 플러스 / 이모티콘 플러스 가입자,배너 2개,1
17.지갑,문서 개별 카드,Pay 로고,톡서랍 플러스 / 이모티콘 플러스 가입자,배너 영역,1
17.지갑,문서 개별 카드,Pay 로고,톡서랍 플러스 / 이모티콘 플러스 가입자,안내문구,1
17.지갑,문서 개별 카드,가로모드,카카오 계정 미보유,글로벌 (미국/캐나다 제외),1
17.지갑,문서 개별 카드,공지 있음,pull to refresh,빨간점 제거,1
17.지갑,문서 개별 카드,공지 있음,기본형 가이드,고객센터,1
17.지갑,문서 개별 카드,공지 있음,다른 곳(웹 등) 탐색 후 복귀,빨간점 제거,1
17.지갑,문서 개별 카드,공지 있음,신규 기능 추가,고객센터,1
17.지갑,문서 개별 카드,공지 있음,신규 기능 추가,빨간점 제거,2
17.지갑,문서 개별 카드,공지 있음,지갑 홈 재방문,고객센터,1
17.지갑,문서 개별 카드,공지 있음,지갑 홈 첫 방문,고객센터,1
17.지갑,문서 개별 카드,공지 있음,확장형 가이드,고객센터,1
17.지갑,문서 개별 카드,공지사항,톡서랍 플러스 / 이모티콘 플러스 가입자,배너 2개,1
17.지갑,문서 개별 카드,네트워크 OFF,Pull to refresh,신용 유형 오류,1
17.지갑,문서 개별 카드,네트워크 OFF,이모티콘 플러스 오류,신용 유형 오류,1
17.지갑,문서 개별 카드,네트워크 ON,Pull to refresh,신용 유형 오류,1
17.지갑,문서 개별 카드,배너,Gateway 오류,페이 전체 서비스 에러 발생 후 지속됨,1
17.지갑,문서 개별 카드,배너,NFT 오류,신용 유형 오류,1
17.지갑,문서 개별 카드,배너,Pay - 내문서함 오류,신용 유형 오류,1
