service_name,row_number,category,label,evidence,source_field,keyword,reason,confidence
6.비밀채팅,93,설정_변경,특정 설정 상태,타이머 시간 설정 완료,category_3,설정 완료,분류3에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
6.비밀채팅,95,친구_존재,친구 존재,: 친구 아닌 경우 [친구 추가],expected_result,친구 추가,기대결과에 특정 친구와의 상호작용이 포함되어 있어 해당 친구가 친구 목록에 존재해야 합니다.,medium
6.비밀채팅,96,채팅방_존재,채팅방 생성 완료,1:1 채팅방 랜딩,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,103,친구_존재,친구 존재,(친구 차단 후 차단해제시 친구 추가 안함),test_step,친구 추가,Test Step에 특정 친구와의 상호작용이 포함되어 있어 해당 친구가 친구 목록에 존재해야 합니다.,medium
6.비밀채팅,104,친구_존재,친구 존재,친구 추가,category_3,친구 추가,분류3에 특정 친구와의 상호작용이 포함되어 있어 해당 친구가 친구 목록에 존재해야 합니다.,medium
6.비밀채팅,105,친구_존재,친구 존재,친구 추가,category_3,친구 추가,분류3에 특정 친구와의 상호작용이 포함되어 있어 해당 친구가 친구 목록에 존재해야 합니다.,medium
6.비밀채팅,106,친구_존재,친구 존재,친구 추가,category_3,친구 추가,분류3에 특정 친구와의 상호작용이 포함되어 있어 해당 친구가 친구 목록에 존재해야 합니다.,medium
6.비밀채팅,111,사진_존재,사진/이미지 존재,"사진 전송, 수신 후 아이콘 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,112,동영상_존재,동영상 존재,"동영상 전송, 수신 후 아이콘 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
6.비밀채팅,115,채팅방_존재,채팅방 생성 완료,"1) 비밀채팅방 프로필 이미지, 비밀채팅 아이콘, 채팅방 이름",expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,115,사진_존재,사진/이미지 존재,"1) 비밀채팅방 프로필 이미지, 비밀채팅 아이콘, 채팅방 이름",expected_result,이미지,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,117,채팅방_존재,채팅방 생성 완료,- 채팅방 이름(Ex:test),expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,117,설정_변경,특정 설정 상태,: 알림 off 상태인 경우 [채팅방 알림 켜기],expected_result,off 상태,기대결과에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
6.비밀채팅,119,채팅방_존재,채팅방 생성 완료,[채팅방 정보 설정] 동작 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,120,채팅방_존재,채팅방 생성 완료,[채팅방 상단 고정] 동작 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,121,채팅방_존재,채팅방 생성 완료,[채팅방 알림 끄기] 동작 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,122,기타,기타 사전조건,안읽은 메시지가 존재할 경우,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
6.비밀채팅,123,채팅방_존재,채팅방 생성 완료,채팅방에서 나가기되며 채팅목록에 삭제 됨,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
6.비밀채팅,127,사진_존재,사진/이미지 존재,* 프로필 사진 : 글로벌 설정 > 알림 > 알림 표시 > 알림 팝업 위치 : 가운데 로 설정된 경우에만 프로필 사진 표시 됨,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,127,알림_허용,알림 허용,푸시 알림,category_1,푸시 알림,분류1에 알림 수신 관련 내용이 포함되어 있어 알림 권한이 허용된 상태여야 합니다.,medium
6.비밀채팅,128,사진_존재,사진/이미지 존재,* 프로필 사진 : 글로벌 설정 > 알림 > 알림 표시 > 알림 팝업 위치 : 가운데 로 설정된 경우에만 프로필 사진 표시 됨,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,128,알림_허용,알림 허용,푸시 알림,category_1,푸시 알림,분류1에 알림 수신 관련 내용이 포함되어 있어 알림 권한이 허용된 상태여야 합니다.,medium
6.비밀채팅,129,사진_존재,사진/이미지 존재,"- 발신자 대신 ""카카오톡"", 카톡 기본 이미지로 프로필 표시",expected_result,이미지,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,129,알림_허용,알림 허용,푸시 알림,category_1,푸시 알림,분류1에 알림 수신 관련 내용이 포함되어 있어 알림 권한이 허용된 상태여야 합니다.,medium
6.비밀채팅,131,사진_존재,사진/이미지 존재,* (android) 프로필 사진 : 글로벌 설정 > 알림 > 알림 표시 > 알림 팝업 위치 : 가운데 로 설정된 경우에만 프로필 사진 표시 됨,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,131,알림_허용,알림 허용,푸시 알림,category_1,푸시 알림,분류1에 알림 수신 관련 내용이 포함되어 있어 알림 권한이 허용된 상태여야 합니다.,medium
6.비밀채팅,132,사진_존재,사진/이미지 존재,* 프로필 사진,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
6.비밀채팅,132,알림_허용,알림 허용,푸시 알림,category_1,푸시 알림,분류1에 알림 수신 관련 내용이 포함되어 있어 알림 권한이 허용된 상태여야 합니다.,medium
7.팀채팅_채팅방,9,로그인,로그인 완료,2. My비밀번호 입력,test_step,비밀번호,Test Step에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
7.팀채팅_채팅방,9,채팅방_존재,채팅방 생성 완료,: 팀채팅 적용 전 버전 10.3.0미만 에서 서랍 가입 후 최신버전으로 마이그레이션 후 My핀을 사용하지 않은 상태,test_step,팀채팅,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,11,로그인,로그인 완료,- 신규 클라이언트 설치 후 My비밀번호 등록을 안한유저,test_step,비밀번호,Test Step에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
7.팀채팅_채팅방,11,채팅방_존재,채팅방 생성 완료,1. 사전조건의 상태에서 팀채팅 초대받은뒤 방 입장 시도,test_step,팀채팅,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,12,로그인,로그인 완료,1. My비밀번호 입력하지 않고 방에 입장된다.,expected_result,비밀번호,기대결과에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
7.팀채팅_채팅방,12,채팅방_존재,채팅방 생성 완료,팀채팅 입장 브릿지,category_1,팀채팅,분류1에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,14,로그인,로그인 완료,- 신규 클라이언트 설치 후 My비밀번호 등록을 안한유저,test_step,비밀번호,Test Step에 로그인 또는 계정 관련 동작이 포함되어 있어 로그인 완료 상태가 필요합니다.,medium
7.팀채팅_채팅방,14,채팅방_존재,채팅방 생성 완료,1. 사전조건의 상태에서 팀채팅방에서 복원 시도,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,17,채팅방_존재,채팅방 생성 완료,"멤버와 채팅방 관리가 필요하다면,\n지금 방장이 되어 팀채팅을 시작해보세요!",expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,19,채팅방_존재,채팅방 생성 완료,팀채팅 신규 개설 화면으로 이동된다.,expected_result,팀채팅,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,19,백업_존재,백업 데이터 존재,톡클라우드 유료 (정상),precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,20,채팅방_존재,채팅방 생성 완료,팀채팅 메뉴가 노출된다.,expected_result,팀채팅,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,20,백업_존재,백업 데이터 존재,톡클라우드 유예 상태,precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,21,채팅방_존재,채팅방 생성 완료,팀채팅 메뉴가 노출된다.,expected_result,팀채팅,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,21,백업_존재,백업 데이터 존재,톡클라우드 미가입자 (무료),precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,24,채팅방_존재,채팅방 생성 완료,채팅방 프로필,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,24,사진_존재,사진/이미지 존재,"- 방장, 부방장이 설정한 팀채팅의 사진과 이름은 다른 모든 대화상대에게도 동일하게 보입니다.",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
7.팀채팅_채팅방,24,백업_존재,백업 데이터 존재,톡클라우드 유료 (정상),precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,25,채팅방_존재,채팅방 생성 완료,채팅방 프로필,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,25,사진_존재,사진/이미지 존재,"- 방장, 부방장이 설정한 팀채팅의 사진과 이름은 다른 모든 대화상대에게도 동일하게 보입니다.",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
7.팀채팅_채팅방,25,백업_존재,백업 데이터 존재,톡클라우드 유예 상태,precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,29,채팅방_존재,채팅방 생성 완료,"멤버 초대 권한이 방장, 부방장에게만 부여된 채로 팀채팅방이 개설된다.",expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,29,백업_존재,백업 데이터 존재,톡클라우드 상태 별 팀채팅방 개설 시도,category_1,톡클라우드,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,30,채팅방_존재,채팅방 생성 완료,멤버 초대 권한이 방장에게만 부여된 채로 팀채팅방이 개설된다.,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,30,백업_존재,백업 데이터 존재,톡클라우드 상태 별 팀채팅방 개설 시도,category_1,톡클라우드,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,31,채팅방_존재,채팅방 생성 완료,멤버 초대 권한이 모든 멤버에게 부여된 채로 팀채팅방이 개설된다.,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,31,백업_존재,백업 데이터 존재,톡클라우드 상태 별 팀채팅방 개설 시도,category_1,톡클라우드,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,34,채팅방_존재,채팅방 생성 완료,팀 데이터 ON 상태로 팀채팅방이 개설된다.,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,34,설정_변경,특정 설정 상태,2. 팀 데이터 ON 상태로 개설 시도,precondition,on 상태,사전조건 컬럼에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,high
7.팀채팅_채팅방,34,백업_존재,백업 데이터 존재,1) (방장) ON설정 이후 팀 데이터 > 톡클라우드에 자동 백업,expected_result,백업,기대결과에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,35,채팅방_존재,채팅방 생성 완료,팀 데이터 ON 상태로 팀채팅방이 개설된다.,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,35,설정_변경,특정 설정 상태,2. 팀 데이터 ON 상태로 개설 시도,precondition,on 상태,사전조건 컬럼에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,high
7.팀채팅_채팅방,35,백업_존재,백업 데이터 존재,1) (방장) ON설정 이후 팀 데이터 > 톡클라우드에 자동 백업,expected_result,백업,기대결과에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,36,채팅방_존재,채팅방 생성 완료,팀 데이터 OFF 상태로 팀채팅방이 개설된다.,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,36,설정_변경,특정 설정 상태,2. 팀 데이터 OFF 상태로 개설 시도,precondition,off 상태,사전조건 컬럼에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,high
7.팀채팅_채팅방,36,백업_존재,백업 데이터 존재,1. 톡클라우드 유료 (정상),precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,37,채팅방_존재,채팅방 생성 완료,팀 데이터 OFF 상태로 팀채팅방이 개설된다.,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,37,설정_변경,특정 설정 상태,2. 팀 데이터 OFF 상태로 개설 시도,precondition,off 상태,사전조건 컬럼에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,high
7.팀채팅_채팅방,37,백업_존재,백업 데이터 존재,1. 톡클라우드 유예,precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,43,채팅방_존재,채팅방 생성 완료,톡클라우드 상태 별 팀채팅방 개설 시도,category_1,채팅방,분류1에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,43,백업_존재,백업 데이터 존재,톡클라우드 상태 별 팀채팅방 개설 시도,category_1,톡클라우드,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,44,채팅방_존재,채팅방 생성 완료,내가 개설한 팀채팅방,precondition,채팅방,사전조건 컬럼에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,high
7.팀채팅_채팅방,44,백업_존재,백업 데이터 존재,톡클라우드 상태 별 팀채팅방 개설 시도,category_1,톡클라우드,분류1에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,47,채팅방_존재,채팅방 생성 완료,1. 멤버 초대 없이 팀채팅 개설,test_step,팀채팅,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,48,채팅방_존재,채팅방 생성 완료,"1. 멤버 선택 후, 팀채팅 개설",test_step,팀채팅,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,49,채팅방_존재,채팅방 생성 완료,1. 팀채팅 개설 > 멤버 초대 > 101명째 초대 시도,test_step,팀채팅,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,52,채팅방_존재,채팅방 생성 완료,1. 그룹 일반채팅방 > 사이드 메뉴 > [채팅방 다시 만들기] 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,52,백업_존재,백업 데이터 존재,톡클라우드 유료 사용장 or 무료 사용자,precondition,톡클라우드,사전조건 컬럼에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,53,채팅방_존재,채팅방 생성 완료,1. 팀채팅방 > 사이드 메뉴 > [채팅방 다시 만들기] 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,54,채팅방_존재,채팅방 생성 완료,1. 팀채팅방 > 사이드 메뉴 > [채팅방 다시 만들기] 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,56,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 일반채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,56,백업_존재,백업 데이터 존재,톡클라우드 유료 사용자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,56,구독_상태,구독/결제 완료,톡클라우드 유료 사용자,category_2,유료 사용자,분류2에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
7.팀채팅_채팅방,58,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,58,사진_존재,사진/이미지 존재,"- 방장, 부방장이 설정한 팀채팅의 사진과 이름은 다른 모든 대화상대에게도 동일하게 보입니다.",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
7.팀채팅_채팅방,58,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 OFF,precondition,이전 대화,사전조건 컬럼에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,58,백업_존재,백업 데이터 존재,톡클라우드 유료 사용자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,58,구독_상태,구독/결제 완료,톡클라우드 유료 사용자,category_2,유료 사용자,분류2에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
7.팀채팅_채팅방,59,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,59,사진_존재,사진/이미지 존재,"- 방장, 부방장이 설정한 팀채팅의 사진과 이름은 다른 모든 대화상대에게도 동일하게 보입니다.",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
7.팀채팅_채팅방,59,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 ON,precondition,이전 대화,사전조건 컬럼에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,59,백업_존재,백업 데이터 존재,톡클라우드 유료 사용자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,59,구독_상태,구독/결제 완료,톡클라우드 유료 사용자,category_2,유료 사용자,분류2에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
7.팀채팅_채팅방,60,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭 > 이전 대화상대 유지 ON 상태 > 개설 완료,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,60,설정_변경,특정 설정 상태,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭 > 이전 대화상대 유지 ON 상태 > 개설 완료,test_step,on 상태,Test Step에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
7.팀채팅_채팅방,60,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 ON,precondition,이전 대화,사전조건 컬럼에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,60,백업_존재,백업 데이터 존재,톡클라우드 유료 사용자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,60,구독_상태,구독/결제 완료,톡클라우드 유료 사용자,category_2,유료 사용자,분류2에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
7.팀채팅_채팅방,61,채팅방_존재,채팅방 생성 완료,1. 팀채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 일반채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,61,백업_존재,백업 데이터 존재,톡클라우드 유료 사용자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,61,구독_상태,구독/결제 완료,톡클라우드 유료 사용자,category_2,유료 사용자,분류2에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
7.팀채팅_채팅방,62,채팅방_존재,채팅방 생성 완료,1. 팀채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,62,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 메뉴 미노출 확인,category_4,이전 대화,화면전개에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,62,백업_존재,백업 데이터 존재,톡클라우드 유료 사용자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,62,구독_상태,구독/결제 완료,톡클라우드 유료 사용자,category_2,유료 사용자,분류2에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
7.팀채팅_채팅방,64,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 일반채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,64,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 메뉴 미노출 확인,category_4,이전 대화,화면전개에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,64,백업_존재,백업 데이터 존재,톡클라우드 미가입자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,66,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,66,사진_존재,사진/이미지 존재,"- 방장, 부방장이 설정한 팀채팅의 사진과 이름은 다른 모든 대화상대에게도 동일하게 보입니다.",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
7.팀채팅_채팅방,66,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 OFF,precondition,이전 대화,사전조건 컬럼에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,66,백업_존재,백업 데이터 존재,톡클라우드 미가입자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,67,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,67,사진_존재,사진/이미지 존재,"- 방장, 부방장이 설정한 팀채팅의 사진과 이름은 다른 모든 대화상대에게도 동일하게 보입니다.",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
7.팀채팅_채팅방,67,채팅내역_존재,채팅 내역 존재,이전 대화상대 유지 ON,precondition,이전 대화,사전조건 컬럼에 기존 채팅 내역 관련 동작이 포함되어 있어 채팅 내역이 사전에 존재해야 합니다.,high
7.팀채팅_채팅방,67,백업_존재,백업 데이터 존재,톡클라우드 미가입자,category_2,톡클라우드,분류2에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
7.팀채팅_채팅방,68,채팅방_존재,채팅방 생성 완료,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭 > 이전 대화보기 유지 ON 상태 > 개설 완료,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
7.팀채팅_채팅방,68,설정_변경,특정 설정 상태,1. 일반채팅방 > 채팅방 사이드 > 채팅방 다시 만들기 > 팀채팅 탭 > 이전 대화보기 유지 ON 상태 > 개설 완료,test_step,on 상태,Test Step에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
